Id	DESC	TeleportName	SrcSceneID	SrcPosX	SrcPosY	SrcPosZ	DstSceneID	IsShow
366	东荒23区通往东荒20区	东荒20区	920	217.74	8.08	375.15	917	1
367	南荒4区通往东荒23区	东荒23区	925	217.74	8.08	375.15	920	1
368	南荒5区通往南荒4区	南荒4区	926	217.74	8.08	375.15	925	1
369	南荒6区通往南荒5区	南荒5区	927	217.74	8.08	375.15	926	1
370	东荒6区通往东荒3区	东荒中立区	903	217.74	8.08	375.15	900	1
371	东荒9区通往东荒6区	东荒6区	906	217.74	8.08	375.15	903	1
372	东荒12区通往东荒9区	东荒9区	909	217.74	8.08	375.15	906	1
373	东荒15区通往东荒12区	东荒12区	912	217.74	8.08	375.15	909	1
374	东荒18区通往东荒15区	东荒15区	915	217.74	8.08	375.15	912	1
375	东荒21区通往东荒18区	东荒18区	918	217.74	8.08	375.15	915	1
376	东荒24区通往东荒21区	东荒21区	921	217.74	8.08	375.15	918	1
377	南荒1区通往东荒24区	东荒24区	922	217.74	8.08	375.15	921	1
378	南荒2区通往南荒1区	南荒1区	923	217.74	8.08	375.15	922	1
379	南荒3区通往南荒2区	南荒2区	924	217.74	8.08	375.15	923	1
380	北荒1区通往北荒2区	北荒2区	850	208.61	8.9	37.31	851	1
381	北荒2区通往北荒3区	北荒3区	851	208.61	8.9	37.31	852	1
382	北荒3区通往西荒22区	西荒22区	852	208.61	8.9	37.31	895	1
383	西荒22区通往西荒19区	西荒19区	895	208.61	8.9	37.31	892	1
384	西荒19区通往西荒16区	西荒16区	892	208.61	8.9	37.31	889	1
385	西荒16区通往西荒13区	西荒13区	889	208.61	8.9	37.31	886	1
386	西荒13区通往西荒10区	西荒10区	886	208.61	8.9	37.31	883	1
387	西荒10区通往西荒7区	西荒7区	883	208.61	8.9	37.31	880	1
388	西荒7区通往西荒4区	西荒4区	880	208.61	8.9	37.31	877	1
389	西荒4区通往西荒1区	西荒中立区	877	208.61	8.9	37.31	874	1
390	北荒4区通往北荒5区	北荒5区	853	208.61	8.9	37.31	854	1
391	北荒5区通往北荒6区	北荒6区	854	208.61	8.9	37.31	855	1
392	北荒6区通往西荒23区	西荒23区	855	208.61	8.9	37.31	896	1
393	西荒23区通往西荒20区	西荒20区	896	208.61	8.9	37.31	893	1
394	西荒20区通往西荒17区	西荒17区	893	208.61	8.9	37.31	890	1
395	西荒17区通往西荒14区	西荒14区	890	208.61	8.9	37.31	887	1
396	西荒14区通往西荒11区	西荒11区	887	208.61	8.9	37.31	884	1
397	西荒11区通往西荒8区	西荒8区	884	208.61	8.9	37.31	881	1
398	西荒8区通往西荒5区	西荒5区	881	208.61	8.9	37.31	878	1
399	西荒5区通往西荒2区	西荒2区	878	208.61	8.9	37.31	875	1
400	北荒7区通往北荒8区	北荒8区	856	208.61	8.9	37.31	857	1
401	北荒8区通往北荒9区	北荒9区	857	208.61	8.9	37.31	858	1
402	北荒9区通往西荒24区	西荒24区	858	208.61	8.9	37.31	897	1
403	西荒24区通往西荒21区	西荒21区	897	208.61	8.9	37.31	894	1
404	西荒21区通往西荒18区	西荒18区	894	208.61	8.9	37.31	891	1
405	西荒18区通往西荒15区	西荒15区	891	208.61	8.9	37.31	888	1
406	西荒15区通往西荒12区	西荒12区	888	208.61	8.9	37.31	885	1
407	西荒12区通往西荒9区	西荒9区	885	208.61	8.9	37.31	882	1
408	西荒9区通往西荒6区	西荒6区	882	208.61	8.9	37.31	879	1
409	西荒6区通往西荒3区	西荒3区	879	208.61	8.9	37.31	876	1
410	北荒10区通往北荒11区	北荒11区	859	208.61	8.9	37.31	860	1
411	北荒11区通往北荒12区	北荒12区	860	208.61	8.9	37.31	861	1
412	昆仑21区通往昆仑20区	昆仑20区	966	208.61	8.9	37.31	965	1
413	昆仑20区通往昆仑19区	昆仑19区	965	208.61	8.9	37.31	964	1
414	昆仑19区通往昆仑18区	昆仑18区	964	208.61	8.9	37.31	963	1
415	昆仑18区通往昆仑17区	昆仑17区	963	208.61	8.9	37.31	962	1
416	南荒22区通往南荒23区	南荒23区	943	208.61	8.9	37.31	944	1
417	南荒23区通往南荒24区	南荒24区	944	208.61	8.9	37.31	945	1
418	北荒13区通往北荒14区	北荒14区	862	208.61	8.9	37.31	863	1
419	北荒14区通往北荒15区	北荒15区	863	208.61	8.9	37.31	864	1
420	昆仑22区通往昆仑7区	昆仑7区	967	208.61	8.9	37.31	952	1
421	昆仑7区通往昆仑6区	昆仑6区	952	208.61	8.9	37.31	951	1
422	昆仑6区通往昆仑5区	昆仑5区	951	208.61	8.9	37.31	950	1
423	昆仑5区通往昆仑16区	昆仑16区	950	208.61	8.9	37.31	961	1
424	南荒19区通往南荒20区	南荒20区	940	208.61	8.9	37.31	941	1
425	南荒20区通往南荒21区	南荒21区	941	208.61	8.9	37.31	942	1
426	北荒16区通往北荒17区	北荒17区	865	208.61	8.9	37.31	866	1
427	北荒17区通往北荒18区	北荒18区	866	208.61	8.9	37.31	867	1
428	北荒18区通往昆仑23区	昆仑23区	867	208.61	8.9	37.31	968	1
429	昆仑23区通往昆仑8区	昆仑8区	968	208.61	8.9	37.31	953	1
430	昆仑8区通往昆仑1区	昆仑1区	953	208.61	8.9	37.31	946	1
431	昆仑1区通往昆仑4区	昆仑4区	946	208.61	8.9	37.31	949	1
432	昆仑4区通往昆仑15区	昆仑15区	949	208.61	8.9	37.31	960	1
433	昆仑15区通往南荒16区	南荒16区	960	208.61	8.9	37.31	937	1
434	南荒16区通往南荒17区	南荒17区	937	208.61	8.9	37.31	938	1
435	南荒17区通往南荒18区	南荒18区	938	208.61	8.9	37.31	939	1
436	北荒19区通往北荒20区	北荒20区	868	208.61	8.9	37.31	869	1
437	北荒20区通往北荒21区	北荒21区	869	208.61	8.9	37.31	870	1
438	昆仑24区通往昆仑9区	昆仑9区	969	208.61	8.9	37.31	954	1
439	昆仑9区通往昆仑2区	昆仑2区	954	208.61	8.9	37.31	947	1
440	昆仑2区通往昆仑3区	昆仑3区	947	208.61	8.9	37.31	948	1
441	昆仑3区通往昆仑14区	昆仑14区	948	208.61	8.9	37.31	959	1
442	南荒13区通往南荒14区	南荒14区	934	208.61	8.9	37.31	935	1
443	南荒14区通往南荒15区	南荒15区	935	208.61	8.9	37.31	936	1
444	北荒22区通往北荒23区	北荒23区	871	208.61	8.9	37.31	872	1
445	北荒23区通往北荒24区	北荒24区	872	208.61	8.9	37.31	873	1
446	昆仑25区通往昆仑10区	昆仑10区	970	208.61	8.9	37.31	955	1
447	昆仑10区通往昆仑11区	昆仑11区	955	208.61	8.9	37.31	956	1
448	昆仑11区通往昆仑12区	昆仑12区	956	208.61	8.9	37.31	957	1
449	昆仑12区通往昆仑13区	昆仑13区	957	208.61	8.9	37.31	958	1
450	南荒10区通往南荒11区	南荒11区	931	208.61	8.9	37.31	932	1
451	南荒11区通往南荒12区	南荒12区	932	208.61	8.9	37.31	933	1
452	东荒1区通往东荒4区	东荒4区	898	208.61	8.9	37.31	901	1
453	东荒4区通往东荒7区	东荒7区	901	208.61	8.9	37.31	904	1
454	东荒7区通往东荒10区	东荒10区	904	208.61	8.9	37.31	907	1
455	东荒10区通往东荒13区	东荒13区	907	208.61	8.9	37.31	910	1
456	东荒13区通往东荒16区	东荒16区	910	208.61	8.9	37.31	913	1
457	东荒16区通往东荒19区	东荒19区	913	208.61	8.9	37.31	916	1
458	东荒19区通往东荒22区	东荒22区	916	208.61	8.9	37.31	919	1
459	东荒22区通往南荒7区	南荒7区	919	208.61	8.9	37.31	928	1
460	南荒7区通往南荒8区	南荒8区	928	208.61	8.9	37.31	929	1
461	南荒8区通往南荒9区	南荒9区	929	208.61	8.9	37.31	930	1
462	东荒2区通往东荒5区	东荒5区	899	208.61	8.9	37.31	902	1
463	东荒5区通往东荒8区	东荒8区	902	208.61	8.9	37.31	905	1
464	东荒8区通往东荒11区	东荒11区	905	208.61	8.9	37.31	908	1
465	东荒11区通往东荒14区	东荒14区	908	208.61	8.9	37.31	911	1
466	东荒14区通往东荒17区	东荒17区	911	208.61	8.9	37.31	914	1
467	东荒17区通往东荒20区	东荒20区	914	208.61	8.9	37.31	917	1
468	东荒20区通往东荒23区	东荒23区	917	208.61	8.9	37.31	920	1
469	东荒23区通往南荒4区	南荒4区	920	208.61	8.9	37.31	925	1
470	南荒4区通往南荒5区	南荒5区	925	208.61	8.9	37.31	926	1
471	南荒5区通往南荒6区	南荒6区	926	208.61	8.9	37.31	927	1
472	东荒3区通往东荒6区	东荒6区	900	208.61	8.9	37.31	903	1
473	东荒6区通往东荒9区	东荒9区	903	208.61	8.9	37.31	906	1
474	东荒9区通往东荒12区	东荒12区	906	208.61	8.9	37.31	909	1
475	东荒12区通往东荒15区	东荒15区	909	208.61	8.9	37.31	912	1
476	东荒15区通往东荒18区	东荒18区	912	208.61	8.9	37.31	915	1
477	东荒18区通往东荒21区	东荒21区	915	208.61	8.9	37.31	918	1
478	东荒21区通往东荒24区	东荒24区	918	208.61	8.9	37.31	921	1
479	东荒24区通往南荒1区	南荒1区	921	208.61	8.9	37.31	922	1
480	南荒1区通往南荒2区	南荒2区	922	208.61	8.9	37.31	923	1
481	南荒2区通往南荒3区	南荒中立区	923	208.61	8.9	37.31	924	1
