Id	PosX	PosY	PosZ	ParamADescribe	ParamA	ParamBDescribe	ParamB	ParamCDescribe	ParamC	ParamDDescribe	ParamD	ParamEDescribe	ParamE	ClusterId
30006	257	89.90204	298.41	朝向	1.57	无	0	无	0	无	0	无	0	-1
30007	206.8308	110.3866	399.24	朝向	-3.14	无	0	无	0	无	0	无	0	-1
39988	28.39623	301.7813	23.80803	无	0	无	0	无	0	无	0	无	0	-1
39989	28.40023	301.7813	20.16503	无	0	无	0	无	0	无	0	无	0	-1
39990	25.06923	301.7813	18.96703	无	0	无	0	无	0	无	0	无	0	-1
39991	25.06723	301.7813	12.61603	无	0	无	0	无	0	无	0	无	0	-1
39992	28.39723	301.7813	10.77803	无	0	无	0	无	0	无	0	无	0	-1
39993	28.39723	301.7813	7.51403	无	0	无	0	无	0	无	0	无	0	-1
39994	5.39323	301.7813	23.46303	无	0	无	0	无	0	无	0	无	0	-1
39995	5.39323	301.7813	20.05003	无	0	无	0	无	0	无	0	无	0	-1
39996	8.39423	301.7813	18.89703	无	0	无	0	无	0	无	0	无	0	-1
39997	8.39423	301.7813	12.73503	无	0	无	0	无	0	无	0	无	0	-1
39998	5.39323	301.7813	11.30603	无	0	无	0	无	0	无	0	无	0	-1
39999	5.39323	301.7813	7.44903	无	0	无	0	无	0	无	0	无	0	-1
40000	200.07	304.91	115.99	半径	10	无	0	无	0	无	0	无	0	-1
40001	353.69	300.05	259	半径	8	无	0	无	0	无	0	无	0	-1
40002	261.87	300.05	347.27	半径	8	无	0	无	0	无	0	无	0	-1
40003	138.57	300.05	347.27	半径	8	无	0	无	0	无	0	无	0	-1
40004	44.64	300.05	259	半径	8	无	0	无	0	无	0	无	0	-1
40005	111.11	307.04	194.76	无	0	无	0	无	0	无	0	无	0	-1
40006	199.95	307.22	278.54	无	0	无	0	无	0	无	0	无	0	-1
40007	287.98	307.31	194.82	无	0	无	0	无	0	无	0	无	0	-1
40008	200	301.55	195.24	无	0	无	0	无	0	无	0	无	0	-1
40009	200.07	304.92	115.99	半径	10	无	0	无	0	无	0	无	0	-1
40010	353.69	300.05	259	半径	8	无	0	无	0	无	0	无	0	-1
40011	261.87	300.05	347.27	半径	8	无	0	无	0	无	0	无	0	-1
40012	138.57	300.05	347.27	半径	8	无	0	无	0	无	0	无	0	-1
40013	44.64	300.05	255	半径	8	无	0	无	0	无	0	无	0	-1
40014	110.98	307.73	194.82	无	0	无	0	无	0	无	0	无	0	-1
40015	199.99	307.73	278.68	无	0	无	0	无	0	无	0	无	0	-1
40016	288.03	307.73	194.82	无	0	无	0	无	0	无	0	无	0	-1
40017	199.91	301.58	194.35	无	0	无	0	无	0	无	0	无	0	-1
40018	200.07	304.94	115.99	无	0	无	0	无	0	无	0	无	0	-1
40019	375.55	303.88	260.53	无	0	无	0	无	0	无	0	无	0	-1
40020	200	303.88	397.45	无	0	无	0	无	0	无	0	无	0	-1
40021	21.45	303.88	263.52	无	0	无	0	无	0	无	0	无	0	-1
40022	110.63	307.24	194.68	无	0	无	0	无	0	无	0	无	0	-1
40023	199.87	307.24	283.511	无	0	无	0	无	0	无	0	无	0	-1
40024	288.9	307.24	194.764	无	0	无	0	无	0	无	0	无	0	-1
40025	200	301.58	194.73	无	0	无	0	无	0	无	0	无	0	-1
40026	340.14	300.05	266.53	朝向	-3.14	无	0	无	0	无	0	无	0	-1
40027	340.14	300.05	261.53	朝向	-3.14	无	0	无	0	无	0	无	0	-1
40028	340.14	300.05	256.53	朝向	-3.14	无	0	无	0	无	0	无	0	-1
40029	340.14	300.05	251.53	朝向	-3.14	无	0	无	0	无	0	无	0	-1
40030	344.88	300.05	266.53	朝向	-3.14	无	0	无	0	无	0	无	0	-1
40031	344.88	300.05	261.53	朝向	-3.14	无	0	无	0	无	0	无	0	-1
40032	344.88	300.05	256.53	朝向	-3.14	无	0	无	0	无	0	无	0	-1
40033	344.88	300.05	251.53	朝向	-3.14	无	0	无	0	无	0	无	0	-1
40034	361.36	300.05	263.84	朝向	-3.14	无	0	无	0	无	0	无	0	-1
40035	361.36	300.05	258.84	朝向	-3.14	无	0	无	0	无	0	无	0	-1
40036	361.36	300.05	253.84	朝向	-3.14	无	0	无	0	无	0	无	0	-1
40037	251.69	300.05	335.86	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40038	256.69	300.05	335.85	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40039	261.69	300.05	335.84	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40040	266.69	300.05	335.83	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40041	271.69	300.05	335.83	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40042	256.67	300.05	340.59	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40043	261.67	300.05	340.58	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40044	266.67	300.05	340.57	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40045	257.01	300.05	353.84	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40046	262.01	300.05	353.83	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40047	267.01	300.05	353.82	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40048	128.4	300.05	335.71	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40049	133.4	300.05	335.7	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40050	138.4	300.15	335.69	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40051	143.4	300.05	335.68	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40052	148.4	300.05	335.68	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40053	133.38	300.05	340.44	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40054	138.38	300.05	340.43	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40055	143.38	300.05	340.42	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40056	133.72	300.05	353.69	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40057	138.72	300.05	353.68	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40058	143.72	300.05	353.67	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40059	53.38	300.05	264.53	朝向	0	无	0	无	0	无	0	无	0	-1
40060	53.38	300.05	259.53	朝向	0	无	0	无	0	无	0	无	0	-1
40061	53.38	300.05	254.53	朝向	0	无	0	无	0	无	0	无	0	-1
40062	53.38	300.05	249.53	朝向	0	无	0	无	0	无	0	无	0	-1
40063	58.12	300.05	264.53	朝向	0	无	0	无	0	无	0	无	0	-1
40064	58.12	300.05	259.53	朝向	0	无	0	无	0	无	0	无	0	-1
40065	58.12	300.05	254.53	朝向	0	无	0	无	0	无	0	无	0	-1
40066	58.12	300.05	249.53	朝向	0	无	0	无	0	无	0	无	0	-1
40067	39.1	300.05	261.84	朝向	0	无	0	无	0	无	0	无	0	-1
40068	39.1	300.05	256.84	朝向	0	无	0	无	0	无	0	无	0	-1
40069	39.1	300.05	251.84	朝向	0	无	0	无	0	无	0	无	0	-1
40070	279.4	321.89	174.1	朝向	0	无	0	无	0	无	0	无	0	-1
40071	279.4	321.89	169.1	朝向	0	无	0	无	0	无	0	无	0	-1
40072	279.4	321.89	219.39	朝向	0	无	0	无	0	无	0	无	0	-1
40073	279.4	321.89	214.39	朝向	0	无	0	无	0	无	0	无	0	-1
40074	232.07	321.89	269.53	朝向	1.57	无	0	无	0	无	0	无	0	-1
40075	227.07	321.89	269.53	朝向	1.57	无	0	无	0	无	0	无	0	-1
40076	173.49	321.89	269.6	朝向	1.57	无	0	无	0	无	0	无	0	-1
40077	168.49	321.89	269.6	朝向	1.57	无	0	无	0	无	0	无	0	-1
40078	120.6	321.89	227	朝向	-3.14	无	0	无	0	无	0	无	0	-1
40079	120.6	321.89	222	朝向	-3.14	无	0	无	0	无	0	无	0	-1
40080	120.58	321.89	167.72	朝向	-3.14	无	0	无	0	无	0	无	0	-1
40081	120.58	321.89	162.72	朝向	-3.14	无	0	无	0	无	0	无	0	-1
40082	340.14	300.04	266.53	朝向	-3.14	无	0	无	0	无	0	无	0	-1
40083	340.14	300.04	261.53	朝向	-3.14	无	0	无	0	无	0	无	0	-1
40084	340.14	300.04	256.53	朝向	-3.14	无	0	无	0	无	0	无	0	-1
40085	340.14	300.04	251.53	朝向	-3.14	无	0	无	0	无	0	无	0	-1
40086	344.88	300.04	266.53	朝向	-3.14	无	0	无	0	无	0	无	0	-1
40087	344.88	300.04	261.53	朝向	-3.14	无	0	无	0	无	0	无	0	-1
40088	344.88	300.04	256.53	朝向	-3.14	无	0	无	0	无	0	无	0	-1
40089	344.88	300.04	251.53	朝向	-3.14	无	0	无	0	无	0	无	0	-1
40090	361.36	300.05	263.84	朝向	-3.14	无	0	无	0	无	0	无	0	-1
40091	361.36	300.05	258.84	朝向	-3.14	无	0	无	0	无	0	无	0	-1
40092	361.36	300.05	253.84	朝向	-3.14	无	0	无	0	无	0	无	0	-1
40093	251.69	300.04	335.86	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40094	256.69	300.04	335.85	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40095	261.69	300.04	335.84	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40096	266.69	300.04	335.83	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40097	271.69	300.04	335.83	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40098	256.67	300.04	340.59	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40099	261.67	300.04	340.58	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40100	266.67	300.04	340.57	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40101	257.01	300.05	353.84	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40102	262.01	300.05	353.83	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40103	267.01	300.05	353.82	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40104	128.4	300.04	335.71	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40105	133.4	300.04	335.7	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40106	138.4	300.04	335.69	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40107	143.4	300.04	335.68	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40108	148.4	300.04	335.68	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40109	133.38	300.04	340.44	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40110	138.38	300.04	340.43	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40111	143.38	300.04	340.42	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40112	133.72	300.05	353.69	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40113	138.72	300.05	353.68	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40114	143.72	300.05	353.67	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40115	53.38	300.04	262.3	朝向	0	无	0	无	0	无	0	无	0	-1
40116	53.38	300.04	257.3	朝向	0	无	0	无	0	无	0	无	0	-1
40117	53.38	300.04	252.3	朝向	0	无	0	无	0	无	0	无	0	-1
40118	53.38	300.04	247.3	朝向	0	无	0	无	0	无	0	无	0	-1
40119	58.12	300.04	262.3	朝向	0	无	0	无	0	无	0	无	0	-1
40120	58.12	300.04	257.3	朝向	0	无	0	无	0	无	0	无	0	-1
40121	58.12	300.04	252.3	朝向	0	无	0	无	0	无	0	无	0	-1
40122	58.12	300.04	247.3	朝向	0	无	0	无	0	无	0	无	0	-1
40123	36.3	300.05	259.61	朝向	0	无	0	无	0	无	0	无	0	-1
40124	36.3	300.05	254.61	朝向	0	无	0	无	0	无	0	无	0	-1
40125	36.3	300.05	249.61	朝向	0	无	0	无	0	无	0	无	0	-1
40126	279.4	321.54	169.76	朝向	0	无	0	无	0	无	0	无	0	-1
40127	279.4	321.54	164.76	朝向	0	无	0	无	0	无	0	无	0	-1
40128	279.4	321.5	219.81	朝向	0	无	0	无	0	无	0	无	0	-1
40129	279.4	321.5	214.81	朝向	0	无	0	无	0	无	0	无	0	-1
40130	234.15	321.63	269.53	朝向	1.57	无	0	无	0	无	0	无	0	-1
40131	229.15	321.63	269.53	朝向	1.57	无	0	无	0	无	0	无	0	-1
40132	171.65	321.57	269.6	朝向	1.57	无	0	无	0	无	0	无	0	-1
40133	166.65	321.57	269.6	朝向	1.57	无	0	无	0	无	0	无	0	-1
40134	120.61	321.47	220.47	朝向	-3.14	无	0	无	0	无	0	无	0	-1
40135	120.61	321.47	215.47	朝向	-3.14	无	0	无	0	无	0	无	0	-1
40136	120.58	321.58	167.72	朝向	-3.14	无	0	无	0	无	0	无	0	-1
40137	120.58	321.58	162.72	朝向	-3.14	无	0	无	0	无	0	无	0	-1
40138	356.36	303.05	251.27	朝向	-2.36	无	0	无	0	无	0	无	0	-1
40139	359.89	303.05	247.73	朝向	-2.36	无	0	无	0	无	0	无	0	-1
40140	363.42	303.05	244.19	朝向	-2.36	无	0	无	0	无	0	无	0	-1
40141	366.95	303.05	240.65	朝向	-2.36	无	0	无	0	无	0	无	0	-1
40142	359.71	303.05	254.61	朝向	-2.36	无	0	无	0	无	0	无	0	-1
40143	363.25	303.05	251.07	朝向	-2.36	无	0	无	0	无	0	无	0	-1
40144	366.78	303.05	247.54	朝向	-2.36	无	0	无	0	无	0	无	0	-1
40145	370.31	303.05	244	朝向	-2.36	无	0	无	0	无	0	无	0	-1
40146	362.51	303.05	257.52	朝向	-2.36	无	0	无	0	无	0	无	0	-1
40147	366.04	303.05	253.98	朝向	-2.36	无	0	无	0	无	0	无	0	-1
40148	369.57	303.05	250.44	朝向	-2.36	无	0	无	0	无	0	无	0	-1
40149	373.1	303.05	246.9	朝向	-2.36	无	0	无	0	无	0	无	0	-1
40150	191.58	303.11	374.47	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40151	196.58	303.11	374.46	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40152	201.58	303.11	374.46	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40153	206.58	303.11	374.46	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40154	191.58	303.11	379.2	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40155	196.59	303.11	379.2	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40156	201.58	303.11	379.2	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40157	206.58	303.11	379.2	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40158	191.53	303.05	383.23	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40159	196.53	303.05	383.23	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40160	201.53	303.05	383.22	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40161	206.53	303.05	383.22	朝向	-1.57	无	0	无	0	无	0	无	0	-1
40162	32.29	303.1	241.08	朝向	-0.79	无	0	无	0	无	0	无	0	-1
40163	35.84	303.1	244.6	朝向	-0.79	无	0	无	0	无	0	无	0	-1
40164	39.39	303.1	248.12	朝向	-0.79	无	0	无	0	无	0	无	0	-1
40165	42.94	303.1	251.64	朝向	-0.79	无	0	无	0	无	0	无	0	-1
40166	28.96	303.05	244.44	朝向	-0.79	无	0	无	0	无	0	无	0	-1
40167	32.51	303.05	247.97	朝向	-0.79	无	0	无	0	无	0	无	0	-1
40168	36.05	303.05	251.49	朝向	-0.79	无	0	无	0	无	0	无	0	-1
40169	39.6	303.05	255.01	朝向	-0.79	无	0	无	0	无	0	无	0	-1
40170	26.12	303.05	247.31	朝向	-0.79	无	0	无	0	无	0	无	0	-1
40171	29.67	303.05	250.83	朝向	-0.79	无	0	无	0	无	0	无	0	-1
40172	33.22	303.05	254.35	朝向	-0.79	无	0	无	0	无	0	无	0	-1
40173	36.77	303.05	257.87	朝向	-0.79	无	0	无	0	无	0	无	0	-1
40174	291.72	330.3	174.1	朝向	0	无	0	无	0	无	0	无	0	-1
40175	291.72	330.3	169.1	朝向	0	无	0	无	0	无	0	无	0	-1
40176	291.72	330.27	216.77	朝向	0	无	0	无	0	无	0	无	0	-1
40177	291.72	330.27	211.77	朝向	0	无	0	无	0	无	0	无	0	-1
40178	228.04	330.3	286.07	朝向	1.57	无	0	无	0	无	0	无	0	-1
40179	223.04	330.3	286.07	朝向	1.57	无	0	无	0	无	0	无	0	-1
40180	177.31	330.3	286.14	朝向	1.57	无	0	无	0	无	0	无	0	-1
40181	172.31	330.3	286.14	朝向	1.57	无	0	无	0	无	0	无	0	-1
40182	108.28	330.35	221.56	朝向	-3.14	无	0	无	0	无	0	无	0	-1
40183	108.28	330.35	216.56	朝向	-3.14	无	0	无	0	无	0	无	0	-1
40184	108.24	330.35	172.54	朝向	-3.14	无	0	无	0	无	0	无	0	-1
40185	108.24	330.35	167.54	朝向	-3.14	无	0	无	0	无	0	无	0	-1
40186	99.82	305.46	203.12	朝向	-3.14	无	0	无	0	无	0	无	0	-1
40187	99.85	305.46	196.86	朝向	-3.14	无	0	无	0	无	0	无	0	-1
40188	100.05	305.46	190.97	朝向	-3.14	无	0	无	0	无	0	无	0	-1
40189	100.26	305.46	185.87	朝向	-3.14	无	0	无	0	无	0	无	0	-1
40190	90.53	300.45	174.98	朝向	-3.85	无	0	无	0	无	0	无	0	-1
40191	83.53	300.94	169.92	朝向	-3.85	无	0	无	0	无	0	无	0	-1
40192	88.42	301.11	170.78	朝向	-3.85	无	0	无	0	无	0	无	0	-1
40193	95.09	300.36	167.23	朝向	-3.85	无	0	无	0	无	0	无	0	-1
40194	87.04	306.06	140.27	朝向	-4.7	无	0	无	0	无	0	无	0	-1
40195	81.1	305.88	141.75	朝向	-4.7	无	0	无	0	无	0	无	0	-1
40196	80.48	306.48	135.42	朝向	-4.7	无	0	无	0	无	0	无	0	-1
40197	87.66	305.52	146.6	朝向	-4.7	无	0	无	0	无	0	无	0	-1
40198	104.28	300.08	157.33	朝向	-4.04	无	0	无	0	无	0	无	0	-1
40199	103.03	300.09	168.38	朝向	-4.04	无	0	无	0	无	0	无	0	-1
40200	99.87	300.09	163.14	朝向	-4.04	无	0	无	0	无	0	无	0	-1
40201	105.45	300.05	165.47	朝向	-4.04	无	0	无	0	无	0	无	0	-1
40202	72.33	305.36	144.79	朝向	1.49	无	0	无	0	无	0	无	0	-1
40203	68.23	305.59	136.17	朝向	1.49	无	0	无	0	无	0	无	0	-1
40204	67.22	305.31	144.79	朝向	1.49	无	0	无	0	无	0	无	0	-1
40205	73.34	305.69	136.17	朝向	1.49	无	0	无	0	无	0	无	0	-1
40206	139.59	300.45	294.16	朝向	1.57	无	0	无	0	无	0	无	0	-1
40207	152.51	300.15	293.38	朝向	1.57	无	0	无	0	无	0	无	0	-1
40208	146.65	300.11	292.43	朝向	1.57	无	0	无	0	无	0	无	0	-1
40209	163.7	301.13	291.7	朝向	1.57	无	0	无	0	无	0	无	0	-1
40210	159.19	300.61	295.07	朝向	1.57	无	0	无	0	无	0	无	0	-1
40211	172.52	300.99	297.94	朝向	1.57	无	0	无	0	无	0	无	0	-1
40212	171.21	300.73	292.51	朝向	1.57	无	0	无	0	无	0	无	0	-1
40213	156.54	300.81	290.52	朝向	1.57	无	0	无	0	无	0	无	0	-1
40214	207.31	305.78	288.79	朝向	1.57	无	0	无	0	无	0	无	0	-1
40215	202.7	305.46	288.8	朝向	1.57	无	0	无	0	无	0	无	0	-1
40216	197.69	305.46	288.8	朝向	1.57	无	0	无	0	无	0	无	0	-1
40217	192.56	305.93	288.81	朝向	1.57	无	0	无	0	无	0	无	0	-1
40218	266.87	301.13	294.15	朝向	1.57	无	0	无	0	无	0	无	0	-1
40219	253.95	300.09	293.37	朝向	1.57	无	0	无	0	无	0	无	0	-1
40220	259.81	300.29	292.42	朝向	1.57	无	0	无	0	无	0	无	0	-1
40221	242.76	300.11	291.69	朝向	1.57	无	0	无	0	无	0	无	0	-1
40222	246.84	300.11	293.01	朝向	1.57	无	0	无	0	无	0	无	0	-1
40223	233.94	300.14	297.93	朝向	1.57	无	0	无	0	无	0	无	0	-1
40224	235.25	300.9	292.5	朝向	1.57	无	0	无	0	无	0	无	0	-1
40225	249.92	300.07	290.51	朝向	1.57	无	0	无	0	无	0	无	0	-1
40226	300.24	305.46	203.13	朝向	0	无	0	无	0	无	0	无	0	-1
40227	300.21	305.46	196.87	朝向	0	无	0	无	0	无	0	无	0	-1
40228	300.01	305.46	190.98	朝向	0	无	0	无	0	无	0	无	0	-1
40229	299.8	305.46	185.88	朝向	0	无	0	无	0	无	0	无	0	-1
40230	309.47	300.41	174.98	朝向	0.86	无	0	无	0	无	0	无	0	-1
40231	316.47	300.21	169.92	朝向	0.86	无	0	无	0	无	0	无	0	-1
40232	315.09	300.17	164.41	朝向	0.86	无	0	无	0	无	0	无	0	-1
40233	304.91	300.79	167.23	朝向	0.86	无	0	无	0	无	0	无	0	-1
40234	306.31	299.33	143.34	朝向	-4.7	无	0	无	0	无	0	无	0	-1
40235	312.25	300.26	144.82	朝向	-4.7	无	0	无	0	无	0	无	0	-1
40236	312.87	300.04	138.49	朝向	-4.7	无	0	无	0	无	0	无	0	-1
40237	305.69	299.45	149.67	朝向	-4.7	无	0	无	0	无	0	无	0	-1
40238	302.64	299.51	146.48	朝向	0.67	无	0	无	0	无	0	无	0	-1
40239	298.02	300.68	162.08	朝向	0.67	无	0	无	0	无	0	无	0	-1
40240	307.05	299.66	152.29	朝向	0.67	无	0	无	0	无	0	无	0	-1
40241	295.6	300.85	159.17	朝向	0.67	无	0	无	0	无	0	无	0	-1
40242	334.27	300.05	140.88	朝向	-4.7	无	0	无	0	无	0	无	0	-1
40243	338.37	300.56	132.26	朝向	-4.7	无	0	无	0	无	0	无	0	-1
40244	339.38	300.19	140.88	朝向	-4.7	无	0	无	0	无	0	无	0	-1
40245	333.26	300.09	132.26	朝向	-4.7	无	0	无	0	无	0	无	0	-1
40246	58.5	300.15	256.46	无	0	无	0	无	0	寻路后点	40247	无	0	-1
40247	72.34	300.05	252.21	无	0	无	0	无	0	寻路后点	40248	无	0	-1
40248	79.14	300.05	244.65	无	0	无	0	无	0	寻路后点	40249	无	0	-1
40249	81.5	300.17	236	无	0	无	0	寻路前点	40248	寻路后点	40250	无	0	-1
40250	81.62	300.11	229.51	无	0	无	0	寻路前点	40249	寻路后点	40251	无	0	-1
40251	80.6	300.05	222	无	0	无	0	寻路前点	40250	寻路后点	40252	无	0	-1
40252	79.5	300.05	215.1	无	0	无	0	寻路前点	40251	寻路后点	40253	无	0	-1
40253	78.2	300.05	207.8	无	0	无	0	寻路前点	40252	寻路后点	40254	无	0	-1
40254	81.3	300.05	200.9	无	0	无	0	寻路前点	40253	寻路后点	40255	无	0	-1
40255	86.2	300.05	195.2	无	0	无	0	寻路前点	40254	寻路后点	40256	无	0	-1
40256	94.68	304.84	194.01	无	0	无	0	寻路前点	40255	寻路后点	40257	无	0	-1
40257	106.83	307.43	194.16	无	0	无	0	寻路前点	40256	寻路后点	40258	无	0	-1
40258	112.4	307.47	193.62	无	0	无	0	寻路前点	40257	寻路后点	40259	无	0	-1
40259	126.95	307.47	193.61	无	0	无	0	寻路前点	40258	寻路后点	40260	无	0	-1
40260	143.1	301.92	193.6	无	0	无	0	寻路前点	40259	寻路后点	40261	无	0	-1
40261	161.27	300.22	193.59	无	0	无	0	寻路前点	40260	寻路后点	40262	无	0	-1
40262	174.6	300.22	193.58	无	0	无	0	寻路前点	40261	寻路后点	40263	无	0	-1
40263	188.6	301.44	193.57	无	0	无	0	寻路前点	40262	无	0	无	0	-1
40264	138.6	300.05	335.6	无	0	无	0	无	0	寻路后点	40265	无	0	-1
40265	133.7	300.05	324	无	0	无	0	无	0	寻路后点	40266	无	0	-1
40266	122	300.05	312.6	无	0	无	0	无	0	寻路后点	40267	无	0	-1
40267	97.2	300.19	301.1	无	0	无	0	寻路前点	40266	寻路后点	40268	无	0	-1
40268	88.1	300.05	285.1	无	0	无	0	寻路前点	40267	寻路后点	40269	无	0	-1
40269	89.1	300.05	262.4	无	0	无	0	寻路前点	40268	寻路后点	40248	无	0	-1
40270	262.5	300.15	336.8	无	0	无	0	无	0	寻路后点	40271	无	0	-1
40271	250.5	300.05	326	无	0	无	0	无	0	寻路后点	40272	无	0	-1
40272	226.7	300.05	323.4	无	0	无	0	无	0	寻路后点	40273	无	0	-1
40273	204.6	300.15	322	无	0	无	0	寻路前点	40272	寻路后点	40274	无	0	-1
40274	181.3	300.05	318.9	无	0	无	0	寻路前点	40273	寻路后点	40275	无	0	-1
40275	158.7	300.05	315.1	无	0	无	0	寻路前点	40274	寻路后点	40276	无	0	-1
40276	139	300.05	314	无	0	无	0	寻路前点	40275	寻路后点	40266	无	0	-1
40277	339.87	300.15	259.88	无	0	无	0	无	0	寻路后点	40278	无	0	-1
40278	328.99	300.15	263.34	无	0	无	0	寻路前点	40277	寻路后点	40279	无	0	-1
40279	322.96	300.05	271.47	无	0	无	0	寻路前点	40278	寻路后点	40280	无	0	-1
40280	318.94	300.05	280.94	无	0	无	0	寻路前点	40279	寻路后点	40281	无	0	-1
40281	314.82	300.05	292.23	无	0	无	0	寻路前点	40280	寻路后点	40282	无	0	-1
40282	311.66	300.05	301.89	无	0	无	0	寻路前点	40281	寻路后点	40283	无	0	-1
40283	302.7	300.05	308.5	无	0	无	0	寻路前点	40282	寻路后点	40284	无	0	-1
40284	289.7	300.05	312	无	0	无	0	寻路前点	40283	寻路后点	40285	无	0	-1
40285	274	300.05	315.3	无	0	无	0	寻路前点	40284	寻路后点	40286	无	0	-1
40286	259	300.05	317.1	无	0	无	0	寻路前点	40285	寻路后点	40287	无	0	-1
40287	242.1	300.05	319.6	无	0	无	0	寻路前点	40286	寻路后点	40272	无	0	-1
40288	58.5	300.05	256.46	无	0	无	0	无	0	寻路后点	40289	无	0	-1
40289	72.3	300.05	265.7	无	0	无	0	寻路前点	40288	寻路后点	40290	无	0	-1
40290	81.6	300.05	282	无	0	无	0	寻路前点	40289	寻路后点	40291	无	0	-1
40291	97.5	300.05	298.5	无	0	无	0	寻路前点	40290	寻路后点	40292	无	0	-1
40292	121.6	300.05	312.4	无	0	无	0	寻路前点	40291	寻路后点	40293	无	0	-1
40293	143.8	300.05	313.54	无	0	无	0	寻路前点	40292	寻路后点	40294	无	0	-1
40294	168	300.05	319.6	无	0	无	0	寻路前点	40293	寻路后点	40295	无	0	-1
40295	188.3	300.05	328.5	无	0	无	0	寻路前点	40294	寻路后点	40296	无	0	-1
40296	201.9	300.05	318.3	无	0	无	0	寻路前点	40295	寻路后点	40297	无	0	-1
40297	200.06	300.05	302.5	无	0	无	0	无	0	寻路后点	40298	无	0	-1
40298	199.73	307.58	282.06	无	0	无	0	寻路前点	40297	寻路后点	40299	无	0	-1
40299	199.71	307.47	262.79	无	0	无	0	寻路前点	40298	寻路后点	40300	无	0	-1
40300	200.09	300.22	240.05	无	0	无	0	寻路前点	40299	寻路后点	40301	无	0	-1
40301	199.81	300.22	227.7	无	0	无	0	寻路前点	40300	寻路后点	40302	无	0	-1
40302	200.09	301.19	214.31	无	0	无	0	寻路前点	40301	寻路后点	40303	无	0	-1
40303	200.16	301.44	204.83	无	0	无	0	寻路前点	40302	无	0	无	0	-1
40304	138.6	300.05	335.6	无	0	无	0	无	0	寻路后点	40305	无	0	-1
40305	144.5	300.05	324.8	无	0	无	0	寻路前点	40304	寻路后点	40306	无	0	-1
40306	159.2	300.05	322.8	无	0	无	0	寻路前点	40305	寻路后点	40307	无	0	-1
40307	175.1	300.05	325.4	无	0	无	0	寻路前点	40306	寻路后点	40308	无	0	-1
40308	194.2	300.05	327.4	无	0	无	0	寻路前点	40307	寻路后点	40309	无	0	-1
40309	199.2	300.05	317.3	无	0	无	0	寻路前点	40308	寻路后点	40297	无	0	-1
40310	262.5	300.05	336.8	无	0	无	0	无	0	寻路后点	40311	无	0	-1
