Id	Description	Name	Title	NpcType	Level	ForceId	AlertRadius	CorpseTime	DialogID	DialogRadius	DialogStop	AttackFlyDistance	BelongType	CombatNPC	NpcPaoPaoId	NpcPaoPaoShowType	IsCanBeClientSel	IsDisableFaceto	IsCanCatch	BornAnimId	RelibeAnimId	DropResetCountId	ItemDropType	ShowNameBordType	IsDissolution	DissolutionBronTime	DissolutionColor	DissolutionEffectID	ActivenessID	BackHomeResetFaceDir	HitEffctScaleRate	NpcFunctionalMark	CanPlayCameraRock	IsMustShowHp	LODDistance	PetID	IsHideHeadHpBar	FieldEffectId1	FieldEffectId2	NpcPaoPaoTalkID	DmgStatisticIndex	StatisticBossCount	IsBornFaceTo	ShowBelong	IsPrecentHp	Rewardinterface	EnemySelectScale	CatchCutePet
11478	洛阳气氛NPC巡逻宋兵14	巡逻宋兵		0	10	1	0	3000	-1	2	-1	4	1	0	-1	-1	1	0	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	1397	-1	-1	0	0	-1	0	1	0
11479	洛阳气氛NPC巡逻宋兵15	巡逻宋兵		0	10	1	0	3000	-1	2	-1	4	1	0	-1	-1	1	0	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	1398	-1	-1	0	0	-1	0	1	0
11480	洛阳气氛NPC巡逻宋兵16	巡逻宋兵		0	10	1	0	3000	-1	2	-1	4	1	0	-1	-1	1	0	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	1399	-1	-1	0	0	-1	0	1	0
11481	洛阳气氛NPC巡逻宋兵17	巡逻宋兵		0	10	1	0	3000	-1	2	-1	4	1	0	-1	-1	1	0	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	1421	-1	-1	0	0	-1	0	1	0
11482	洛阳气氛NPC巡逻宋兵18	巡逻宋兵		0	10	1	0	3000	-1	2	-1	4	1	0	-1	-1	1	0	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	1422	-1	-1	0	0	-1	0	1	0
11483	洛阳气氛NPC巡逻宋兵19	巡逻宋兵		0	10	1	0	3000	-1	2	-1	4	1	0	-1	-1	1	0	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	1423	-1	-1	0	0	-1	0	1	0
11484	洛阳气氛NPC巡逻宋兵20	巡逻宋兵		0	10	1	0	3000	-1	2	-1	4	1	0	-1	-1	1	0	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	1424	-1	-1	0	0	-1	0	1	0
11485	洛阳气氛NPC丫鬟2	丫鬟		0	10	1	0	3000	-1	2	-1	4	1	0	-1	-1	1	0	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	1337	-1	-1	0	0	-1	0	1	0
11486	洛阳气氛NPC丫鬟3	丫鬟		0	10	1	0	3000	-1	2	-1	4	1	0	-1	-1	1	0	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	1338	-1	-1	0	0	-1	0	1	0
11487	洛阳气氛NPC丫鬟4	丫鬟		0	10	1	0	3000	-1	2	-1	4	1	0	-1	-1	1	0	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	1341	-1	-1	0	0	-1	0	1	0
11488	洛阳气氛NPC丫鬟5	丫鬟		0	10	1	0	3000	-1	2	-1	4	1	0	-1	-1	1	0	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	1499	-1	-1	0	0	-1	0	1	0
11489	洛阳气氛NPC摘星子2	摘星子		0	10	1	0	3000	30815	2	-1	4	1	0	-1	-1	1	0	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	1474	-1	-1	0	0	-1	0	1	0
11490	洛阳气氛NPC中原婢女4	民女		0	10	1	0	3000	-1	2	-1	4	1	0	587	5	1	0	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	1329	-1	-1	0	0	-1	0	1	0
11491	洛阳气氛NPC中原婢女5	民女		0	10	1	0	3000	-1	2	-1	4	1	0	-1	-1	1	0	0	-1	-1	-1	0	0	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	1330	-1	-1	0	0	-1	0	1	0
11492	洛阳气氛NPC中原老人15	中原老人		0	10	1	0	3000	-1	2	-1	4	1	0	-1	-1	1	0	0	-1	-1	-1	0	0	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	1220	-1	-1	0	0	-1	0	1	0
11493	洛阳气氛NPC中原男青年14	书生		0	10	1	0	3000	-1	2	-1	4	1	0	-1	-1	1	0	0	-1	-1	-1	0	0	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	1303	-1	-1	0	0	-1	0	1	0
11494	洛阳气氛NPC中原男青年15	书生		0	10	1	0	3000	-1	2	-1	4	1	0	-1	-1	1	0	0	-1	-1	-1	0	0	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	1304	-1	-1	0	0	-1	0	1	0
11495	洛阳气氛NPC中原男青年16	书生		0	10	1	0	3000	-1	2	-1	4	1	0	-1	-1	1	0	0	-1	-1	-1	0	0	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	1305	-1	-1	0	0	-1	0	1	0
11496	洛阳气氛NPC中原男青年17	书生		0	10	1	0	3000	-1	2	-1	4	1	0	-1	-1	1	0	0	-1	-1	-1	0	0	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	1306	-1	-1	0	0	-1	0	1	0
11497	洛阳气氛NPC中原男青年18	书生		0	10	1	0	3000	-1	2	-1	4	1	0	-1	-1	1	0	0	-1	-1	-1	0	0	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	1307	-1	-1	0	0	-1	0	1	0
11498	洛阳气氛NPC中原男青年19	书生		0	10	1	0	3000	-1	2	-1	4	1	0	-1	-1	1	0	0	-1	-1	-1	0	0	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	1308	-1	-1	0	0	-1	0	1	0
11499	洛阳气氛NPC中原男青年20	书生		0	10	1	0	3000	-1	2	-1	4	1	0	-1	-1	1	0	0	-1	-1	-1	0	0	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	1326	-1	-1	0	0	-1	0	1	0
11500	洛阳气氛NPC中原男青年21	书生		0	10	1	0	3000	-1	2	-1	4	1	0	-1	-1	1	0	0	-1	-1	-1	0	0	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	1327	-1	-1	0	0	-1	0	1	0
11501	洛阳气氛NPC中原男青年22	书生		0	10	1	0	3000	-1	2	-1	4	1	0	582	5	1	0	0	-1	-1	-1	0	0	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	1328	-1	-1	0	0	-1	0	1	0
11502	洛阳气氛NPC中原男青年23	书生		0	10	1	0	3000	-1	2	-1	4	1	0	-1	-1	1	0	0	-1	-1	-1	0	0	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	1353	-1	-1	0	0	-1	0	1	0
11503	洛阳气氛NPC中原女青年17	中原女青年		0	10	1	0	3000	-1	2	-1	4	1	0	-1	-1	1	0	0	-1	-1	-1	0	0	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	1309	-1	-1	0	0	-1	0	1	0
11504	洛阳气氛NPC中原女青年18	中原女青年		0	10	1	0	3000	-1	2	-1	4	1	0	-1	-1	1	0	0	-1	-1	-1	0	0	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	1310	-1	-1	0	0	-1	0	1	0
11505	洛阳气氛NPC中原女青年19	中原女青年		0	10	1	0	3000	-1	2	-1	4	1	0	-1	-1	1	0	0	-1	-1	-1	0	0	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	1311	-1	-1	0	0	-1	0	1	0
11506	洛阳气氛NPC中原女青年20	中原女青年		0	10	1	0	3000	-1	2	-1	4	1	0	-1	-1	1	0	0	-1	-1	-1	0	0	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	1312	-1	-1	0	0	-1	0	1	0
11507	洛阳气氛NPC中原女青年21	中原女青年		0	10	1	0	3000	-1	2	-1	4	1	0	-1	-1	1	0	0	-1	-1	-1	0	0	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	1313	-1	-1	0	0	-1	0	1	0
11508	洛阳气氛NPC中原女青年22	中原女青年		0	10	1	0	3000	-1	2	-1	4	1	0	-1	-1	1	0	0	-1	-1	-1	0	0	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	1314	-1	-1	0	0	-1	0	1	0
11509	洛阳气氛NPC中原女青年23	中原女青年		0	10	1	0	3000	-1	2	-1	4	1	0	-1	-1	1	0	0	-1	-1	-1	0	0	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	1500	-1	-1	0	0	-1	0	1	0
11510	洛阳气氛NPC中原女童9	中原女童		0	10	1	0	3000	-1	2	-1	4	1	0	-1	-1	1	0	0	-1	-1	-1	0	0	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	1219	-1	-1	0	0	-1	0	1	0
11511	洛阳气氛NPC中原女童10	中原女童		0	10	1	0	3000	-1	2	-1	4	1	0	-1	-1	1	0	0	-1	-1	-1	0	0	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	1333	-1	-1	0	0	-1	0	1	0
11512	洛阳气氛NPC中原女童11	中原女童		0	10	1	0	3000	-1	2	-1	4	1	0	-1	-1	1	0	0	-1	-1	-1	0	0	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	1334	-1	-1	0	0	-1	0	1	0
11513	洛阳气氛NPC中原女童12	中原女童		0	10	1	0	3000	-1	2	-1	4	1	0	-1	-1	1	0	0	-1	-1	-1	0	0	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	1357	-1	-1	0	0	-1	0	1	0
11514	洛阳气氛NPC中原少年11	少年		0	10	1	0	3000	-1	2	-1	4	1	0	-1	-1	1	0	0	-1	-1	-1	0	0	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	1331	-1	-1	0	0	-1	0	1	0
11515	洛阳气氛NPC中原少年12	少年		0	10	1	0	3000	-1	2	-1	4	1	0	-1	-1	1	0	0	-1	-1	-1	0	0	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	1332	-1	-1	0	0	-1	0	1	0
11516	洛阳气氛NPC中原少年13	少年		0	10	1	0	3000	-1	2	-1	4	1	0	-1	-1	1	0	0	-1	-1	-1	0	0	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	1356	-1	-1	0	0	-1	0	1	0
11517	洛阳气氛NPC中原士大夫6	士大夫		0	10	1	0	3000	-1	2	-1	4	1	0	-1	-1	1	0	0	-1	-1	-1	0	0	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	1336	-1	-1	0	0	-1	0	1	0
11518	洛阳气氛NPC中原士大夫7	士大夫		0	10	1	0	3000	-1	2	-1	4	1	0	-1	-1	1	0	0	-1	-1	-1	0	0	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	1339	-1	-1	0	0	-1	0	1	0
11519	洛阳气氛NPC中原士大夫8	士大夫		0	10	1	0	3000	-1	2	-1	4	1	0	-1	-1	1	0	0	-1	-1	-1	0	0	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	1340	-1	-1	0	0	-1	0	1	0
11520	洛阳气氛NPC使鞭人3	醉汉		0	30	3	50	3000	-1	2	-1	4	1	0	-1	-1	1	0	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	1485	-1	-1	0	0	-1	0	1	0
11530	圣诞节氛围圣诞树			0	1	1	0	3000	18552	2	-1	4	1	1	-1	-1	0	1	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	600	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
11531	洛阳气氛春节舞狮			0	1	1	0	3000	18552	2	-1	4	1	1	-1	-1	0	1	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	600	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
11532	洛阳气氛春节花篮			0	1	1	0	3000	18552	2	-1	4	1	1	-1	-1	0	1	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	600	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
12001	饭馆经营采集物	干料原材	「饭馆食材」	0	1	1	0	0	-1	2	-1	4	10	0	-1	-1	1	1	0	-1	-1	-1	0	0	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
12002	饭馆经营采集物	新鲜蔬果	「饭馆食材」	0	1	1	0	0	-1	2	-1	4	10	0	-1	-1	1	1	0	-1	-1	-1	0	0	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
12003	饭馆经营采集物	香料原材箱	「饭馆食材」	0	1	1	0	2000	-1	2	-1	4	10	0	-1	-1	1	1	0	-1	-1	-1	0	0	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
12004	饭馆经营采集物	调味原材	「饭馆食材」	0	1	1	0	2000	-1	2	-1	4	10	0	-1	-1	1	1	0	-1	-1	-1	0	0	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
12005	饭馆经营采集物	聒噪的家禽	「饭馆食材」	0	1	1	0	0	-1	2	-1	4	10	0	-1	-1	1	1	0	-1	-1	-1	0	0	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
12006	饭馆经营采集物	肥美的兔子	「饭馆食材」	0	1	1	0	0	-1	2	-1	4	10	0	-1	-1	1	1	0	-1	-1	-1	0	0	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
12007	饭馆经营采集物	满载的鱼篓	「饭馆食材」	0	1	1	0	0	-1	2	-1	4	10	0	-1	-1	1	1	0	-1	-1	-1	0	0	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
12008	饭馆经营采集物	鲜活的鱼	「饭馆食材」	0	1	1	0	0	-1	2	-1	4	10	0	-1	-1	1	1	0	-1	-1	-1	0	0	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
12009	辅材-干料-监管员1	食材农夫	「饭馆食材农人」	0	1	1	0	3000	30515	3	-1	4	1	0	419	15	1	0	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
12010	辅材-蔬果-监管员2	食材农妇	「饭馆食材农人」	0	1	1	0	3000	30516	3	-1	4	1	0	419	15	1	0	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	600	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
12011	辅材-香料-监管员3	食材农夫	「饭馆食材农人」	0	1	1	0	3000	30517	3	-1	4	1	0	419	15	1	0	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
12012	辅材-调味-监管员4	食材农妇	「饭馆食材农人」	0	1	1	0	3000	30518	3	-1	4	1	0	419	15	1	0	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
12013	主材料-家禽-监管员5	食材农夫	「饭馆食材农人」	0	1	1	0	3000	30519	3	-1	4	1	0	419	15	1	0	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
12014	主材料-肉-监管员6	食材农妇	「饭馆食材农人」	0	1	1	0	3000	30520	3	-1	4	1	0	419	15	1	0	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
12015	主材料-鲜虾-监管员7	食材农夫	「饭馆食材农人」	0	1	1	0	3000	30521	3	-1	4	1	0	419	15	1	0	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
12016	主材料-鲜鱼-监管员8	食材农妇	「饭馆食材农人」	0	1	1	0	3000	30522	3	-1	4	1	0	419	15	1	0	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
12017	饭馆经营采集物-稀有采集物	特级珍馐箱	「稀有食材！」	0	1	1	0	2000	-1	2	-1	4	10	0	-1	-1	0	0	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
12018	辅材-干料-监管员1-2	食材农夫	「饭馆食材农人」	0	1	1	0	3000	30515	3	-1	4	1	0	419	15	1	0	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
12019	辅材-蔬果-监管员2-2	食材农妇	「饭馆食材农人」	0	1	1	0	3000	30516	3	-1	4	1	0	419	15	1	0	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
12020	辅材-香料-监管员3-2	食材农夫	「饭馆食材农人」	0	1	1	0	3000	30517	3	-1	4	1	0	419	15	1	0	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
12021	辅材-调味-监管员4-2	食材农妇	「饭馆食材农人」	0	1	1	0	3000	30518	3	-1	4	1	0	419	15	1	0	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
20003	宝藏副本-宝箱	宝箱		0	20	1	0	3000	-1	2	-1	4	1	0	-1	-1	1	1	0	-1	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
20200	拜师入职场景演示-木桩1	习武木桩		0	11	3	0	3000	-1	2	-1	0	1	1	-1	-1	1	0	0	673	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	600	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
20201	拜师入职场景演示-木桩2	习武木桩		0	11	3	0	3000	-1	2	-1	4	1	1	-1	-1	1	0	0	673	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	1	-1	600	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
20202	拜师入职切磋副本-少林弟子	无尘弟子		1	10	2	400	3000	-1	2	-1	4	1	1	-1	-1	1	0	0	673	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	0	-1	600	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
20203	拜师入职切磋副本-峨眉弟子	峨眉弟子		1	10	2	400	3000	-1	2	-1	4	1	1	-1	-1	1	0	0	673	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	0	-1	600	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
20204	拜师入职切磋副本-逍遥弟子	逍遥弟子		1	10	3	400	3000	-1	2	-1	4	1	1	-1	-1	1	0	0	673	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	0	-1	600	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
20205	拜师入职切磋副本-武当弟子	武当弟子		1	10	2	400	3000	-1	2	-1	4	1	1	-1	-1	1	0	0	673	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	0	-1	600	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
20206	拜师入职切磋副本-丐帮弟子	丐帮弟子		1	10	3	400	3000	-1	2	-1	4	1	1	-1	-1	1	0	0	673	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	0	-1	600	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
20207	拜师入职切磋副本-天山弟子	天山弟子		1	10	2	400	3000	-1	2	-1	4	1	1	-1	-1	1	0	0	673	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	0	-1	600	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
20208	拜师入职切磋副本-明教弟子	明教弟子		1	10	2	400	3000	-1	2	-1	4	1	1	-1	-1	1	0	0	673	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	0	-1	600	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
20209	拜师入职切磋副本-天龙弟子	大理弟子		1	10	2	400	3000	-1	2	-1	4	1	1	-1	-1	1	0	0	673	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	0	-1	600	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
20210	拜师入职切磋副本-星宿弟子	星宿弟子		1	10	2	400	3000	-1	2	-1	4	1	1	-1	-1	1	0	0	673	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	0	-1	600	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
20211	拜师入职切磋副本-玄机弟子	玄机弟子		1	10	2	400	3000	-1	2	-1	4	1	1	-1	-1	1	0	0	673	-1	-1	0	-1	1	0	[000000]	-1	-1	0	1	0	0	-1	600	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
20299	拜师入职宠物	黄耳		1	5	2	50	3000	-1	2	-1	4	1	1	-1	-1	1	0	0	-1	-1	-1	0	-1	0	0	[000000]	-1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
20300	剑湖宫副本-第一波小怪	无量剑东宫弟子		0	42	3	10	3000	-1	2	-1	4	1	1	-1	-1	1	0	0	-1	-1	15	0	-1	0	0	[000000]	-1	-1	0	1	0	1	-1	600	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
20301	剑湖宫副本-第一波小怪	无量剑西宫弟子		0	42	3	10	3000	-1	2	-1	4	1	1	-1	-1	1	0	0	-1	-1	15	0	-1	0	0	[000000]	-1	-1	0	1	0	1	-1	600	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
20302	剑湖宫副本-第一波小怪	无量剑东宫精英		1	42	3	10	3000	-1	2	-1	4	1	1	-1	-1	1	0	0	-1	-1	15	0	-1	0	0	[000000]	-1	-1	0	1	0	1	-1	600	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
20303	剑湖宫副本-第一波小怪	无量剑西宫精英		1	42	3	10	3000	-1	2	-1	4	1	1	-1	-1	1	0	0	-1	-1	15	0	-1	0	0	[000000]	-1	-1	0	1	0	1	-1	600	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
20304	剑湖宫副本-第一波BOSS	左子穆	<无量剑派东宫之主>	2	42	3	10	3000	10005	2	-1	4	-1	1	-1	-1	1	0	0	22109	-1	19	0	-1	0	0	[000000]	-1	-1	0	1	0	1	-1	600	-1	0	0	0	-1	1	2	0	0	-1	0	1	0
20305	剑湖宫副本-第一波BOSS	辛双清	<无量剑派西宫之主>	2	42	3	10	3000	10005	2	-1	4	-1	1	-1	-1	1	0	0	22109	-1	19	0	-1	0	0	[000000]	-1	-1	0	1	0	1	-1	600	-1	0	0	0	-1	1	2	0	0	-1	0	1	0
20306	剑湖宫副本-第二波小怪	神农帮锄头弟子		0	42	3	10	3000	-1	2	-1	4	1	1	-1	-1	1	0	0	-1	-1	15	0	-1	0	0	[000000]	-1	-1	0	1	0	1	-1	600	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
20307	剑湖宫副本-第二波BOSS	司空玄	<神农帮帮主>	2	42	3	10	3000	10005	2	-1	4	1	1	-1	-1	1	0	0	22109	-1	20	0	-1	0	0	[000000]	-1	-1	0	1	0	1	-1	600	-1	0	0	0	-1	2	1	0	0	-1	0	1	0
20308	剑湖宫副本-第三波小怪	灵鹫宫普通弟子		0	42	3	10	3000	-1	2	-1	4	1	1	-1	-1	1	0	0	-1	-1	15	0	-1	0	0	[000000]	-1	-1	0	1	0	1	-1	600	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
20309	剑湖宫副本-第三波小怪	灵鹫宫使节		0	42	3	10	3000	-1	2	-1	4	1	1	-1	-1	1	0	0	22109	-1	15	0	-1	0	0	[000000]	-1	-1	0	1	0	1	-1	600	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
20310	剑湖宫副本-第三波BOSS	花	<灵鹫宫圣使>	2	42	3	10	3000	10005	2	-1	4	1	1	-1	-1	1	0	0	22109	-1	21	0	-1	0	0	[000000]	-1	-1	0	1	0	1	-1	600	-1	0	0	0	-1	3	3	0	0	-1	0	1	0
20311	剑湖宫副本-NPC	雪	<交互开启副本>	1	42	1	0	3000	18500	2	-1	4	1	0	-1	-1	1	0	0	-1	-1	-1	0	-1	0	0	[000000]	-1	-1	0	1	0	1	-1	600	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
20312	剑湖宫副本-老二前NPC	雪	<交互开启交战>	1	42	1	0	3000	18501	2	-1	4	1	0	-1	-1	1	0	0	-1	-1	-1	0	-1	0	0	[000000]	-1	-1	0	1	0	1	-1	600	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
20313	剑湖宫副本-水道NPC	箭头		4	42	1	0	3000	10002	2	-1	4	1	1	-1	-1	1	0	0	-1	-1	-1	0	2	0	0	[000000]	-1	-1	0	1	0	1	-1	600	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
20314	剑湖宫副本-水道NPC	箭头		4	42	1	0	3000	10002	2	-1	4	1	1	-1	-1	1	0	0	-1	-1	-1	0	2	0	0	[000000]	-1	-1	0	1	0	1	-1	600	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
20315	剑湖宫副本-水道NPC	箭头		4	42	1	0	3000	10002	2	-1	4	1	1	-1	-1	1	0	0	-1	-1	-1	0	2	0	0	[000000]	-1	-1	0	1	0	1	-1	600	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
20316	剑湖宫副本-左子穆-剑气长虹子物体	剑气长虹子物体		4	42	3	0	3000	10002	2	-1	4	1	1	-1	-1	1	0	0	-1	-1	-1	0	2	0	0	[000000]	-1	-1	0	1	0	1	-1	600	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
20317	剑湖宫副本-左子穆-白虹贯日子物体	白虹贯日子物体		4	42	3	0	3000	10002	2	-1	4	1	1	-1	-1	1	0	0	-1	-1	-1	0	2	0	0	[000000]	-1	-1	0	1	0	1	-1	600	-1	0	0	0	-1	-1	-1	0	0	-1	0	1	0
