Id	Description	CharModelID	Width	IsImportantNpc	IsLoadLowNpc
18017	活动-限时争抢-追击流寇-领队NPC	1926	0	1	-1
18018	活动-限时争抢-追击流寇-领队NPC	1926	0	1	-1
18019	活动-限时争抢-追击流寇-领队NPC	1926	0	1	-1
18020	活动-限时争抢-追击流寇-领队NPC	1926	0	1	-1
18021	活动-限时争抢-追击流寇-领队NPC	1926	0	1	-1
18022	活动-限时争抢-追击流寇-领队NPC	1926	0	1	-1
18023	活动-限时争抢-追击流寇-领队NPC	1926	0	1	-1
18024	活动-限时争抢-追击流寇-领队NPC	1926	0	1	-1
18025	活动-限时争抢-追击流寇-领队NPC	1926	0	1	-1
18026	活动-限时争抢-追击流寇-领队NPC	1926	0	1	-1
18027	活动-限时争抢-追击流寇-领队NPC	1926	0	1	-1
18028	活动-限时争抢-追击流寇-领队NPC	1926	0	1	-1
18029	活动-限时争抢-追击流寇-领队NPC	1926	0	1	-1
18030	活动-限时争抢-追击流寇-领队NPC	1926	0	1	-1
18031	活动-限时争抢-追击流寇-领队NPC	1926	0	1	-1
18032	活动-限时争抢-追击流寇-领队NPC	1926	0	1	-1
18033	活动-限时争抢-追击流寇-领队NPC	1926	0	1	-1
18034	活动-限时争抢-追击流寇-领队NPC	1926	0	1	-1
18101	活动-限时争抢-追击流寇-彩蛋领队NPC	1745	0	1	-1
18102	活动-限时争抢-追击流寇-彩蛋领队NPC	1745	0	1	-1
18103	活动-限时争抢-追击流寇-彩蛋领队NPC	1745	0	1	-1
18104	活动-限时争抢-追击流寇-彩蛋领队NPC	1745	0	1	-1
18105	活动-限时争抢-追击流寇-彩蛋领队NPC	1745	0	1	-1
18106	活动-限时争抢-追击流寇-彩蛋领队NPC	1745	0	1	-1
18107	活动-限时争抢-追击流寇-彩蛋领队NPC	1745	0	1	-1
18108	活动-限时争抢-追击流寇-彩蛋领队NPC	1745	0	1	-1
18109	活动-限时争抢-追击流寇-彩蛋领队NPC	1745	0	1	-1
18110	活动-限时争抢-追击流寇-彩蛋领队NPC	1745	0	1	-1
18111	活动-限时争抢-追击流寇-彩蛋领队NPC	1745	0	1	-1
18112	活动-限时争抢-追击流寇-彩蛋领队NPC	1745	0	1	-1
18113	活动-限时争抢-追击流寇-彩蛋领队NPC	1745	0	1	-1
18114	活动-限时争抢-追击流寇-彩蛋领队NPC	1745	0	1	-1
18115	活动-限时争抢-追击流寇-彩蛋领队NPC	1745	0	1	-1
18116	活动-限时争抢-追击流寇-彩蛋领队NPC	1745	0	1	-1
18117	活动-限时争抢-追击流寇-彩蛋领队NPC	1745	0	1	-1
18118	活动-限时争抢-追击流寇-彩蛋领队NPC	1745	0	1	-1
18119	活动-限时争抢-追击流寇-彩蛋领队NPC	1745	0	1	-1
18120	活动-限时争抢-追击流寇-彩蛋领队NPC	1745	0	1	-1
18121	活动-限时争抢-追击流寇-彩蛋领队NPC	1745	0	1	-1
18122	活动-限时争抢-追击流寇-彩蛋领队NPC	1745	0	1	-1
18123	活动-限时争抢-追击流寇-彩蛋领队NPC	1745	0	1	-1
18124	活动-限时争抢-追击流寇-彩蛋领队NPC	1745	0	1	-1
18125	活动-限时争抢-追击流寇-彩蛋领队NPC	1745	0	1	-1
18126	活动-限时争抢-追击流寇-彩蛋领队NPC	1745	0	1	-1
18127	活动-限时争抢-追击流寇-彩蛋领队NPC	1745	0	1	-1
18128	活动-限时争抢-追击流寇-彩蛋领队NPC	1745	0	1	-1
18129	活动-限时争抢-追击流寇-彩蛋领队NPC	1745	0	1	-1
18130	活动-限时争抢-追击流寇-彩蛋领队NPC	1745	0	1	-1
18131	活动-限时争抢-追击流寇-彩蛋领队NPC	1745	0	1	-1
18132	活动-限时争抢-追击流寇-彩蛋领队NPC	1745	0	1	-1
18133	活动-限时争抢-追击流寇-彩蛋领队NPC	1745	0	1	-1
18134	活动-限时争抢-追击流寇-彩蛋领队NPC	1745	0	1	-1
20250	活动-限时争抢-突袭怨灵运输队-开门NPC	1927	0	1	-1
20251	活动-限时争抢-突袭怨灵运输队-领队NPC	1926	0	1	-1
20254	活动-限时争抢-突袭怨灵运输队-彩蛋领队NPC	1745	0	1	-1
20255	活动-限时争抢-突袭怨灵运输队-开门NPC	1746	0	1	-1
20502	挖宝宝箱	2099	0	1	-1
20500	木桩	10004	0	1	-1
20501	木桩	10004	0	1	-1
20513	活动-限时争抢-突袭怨灵运输队-领队NPC	1926	0	1	-1
20514	活动-限时争抢-突袭怨灵运输队-领队NPC	1926	0	1	-1
20515	活动-限时争抢-突袭怨灵运输队-领队NPC	1926	0	1	-1
20516	活动-限时争抢-突袭怨灵运输队-领队NPC	1926	0	1	-1
20517	活动-限时争抢-突袭怨灵运输队-领队NPC	1926	0	1	-1
20518	活动-限时争抢-突袭怨灵运输队-领队NPC	1926	0	1	-1
20519	活动-限时争抢-突袭怨灵运输队-领队NPC	1926	0	1	-1
20520	活动-限时争抢-突袭怨灵运输队-领队NPC	1926	0	1	-1
20521	活动-限时争抢-突袭怨灵运输队-领队NPC	1926	0	1	-1
20522	活动-限时争抢-突袭怨灵运输队-领队NPC	1926	0	1	-1
20523	活动-限时争抢-突袭怨灵运输队-领队NPC	1926	0	1	-1
20524	活动-限时争抢-突袭怨灵运输队-领队NPC	1926	0	1	-1
20525	活动-限时争抢-突袭怨灵运输队-领队NPC	1926	0	1	-1
20526	活动-限时争抢-突袭怨灵运输队-领队NPC	1926	0	1	-1
20527	活动-限时争抢-突袭怨灵运输队-彩蛋领队NPC	1745	0	1	-1
20528	活动-限时争抢-突袭怨灵运输队-彩蛋领队NPC	1745	0	1	-1
20529	活动-限时争抢-突袭怨灵运输队-彩蛋领队NPC	1745	0	1	-1
20530	活动-限时争抢-突袭怨灵运输队-彩蛋领队NPC	1745	0	1	-1
20531	活动-限时争抢-突袭怨灵运输队-彩蛋领队NPC	1745	0	1	-1
20532	活动-限时争抢-突袭怨灵运输队-彩蛋领队NPC	1745	0	1	-1
20533	活动-限时争抢-突袭怨灵运输队-彩蛋领队NPC	1745	0	1	-1
20534	活动-限时争抢-突袭怨灵运输队-彩蛋领队NPC	1745	0	1	-1
20535	活动-限时争抢-突袭怨灵运输队-彩蛋领队NPC	1745	0	1	-1
20536	活动-限时争抢-突袭怨灵运输队-彩蛋领队NPC	1745	0	1	-1
20537	活动-限时争抢-突袭怨灵运输队-彩蛋领队NPC	1745	0	1	-1
20538	活动-限时争抢-突袭怨灵运输队-彩蛋领队NPC	1745	0	1	-1
20539	活动-限时争抢-突袭怨灵运输队-彩蛋领队NPC	1745	0	1	-1
20540	活动-限时争抢-突袭怨灵运输队-彩蛋领队NPC	1745	0	1	-1
20551	挖宝-聚宝盆	2264	0	1	-1
20552	挖宝-罐子堆	2265	0	1	-1
20941	踏青-蹴鞠活动	5008	0	1	-1
20942	踏青-清风纸鸢	5007	0	1	-1
21000	秦墓地宫1层Boss	10051	0	1	-1
21001	秦墓地宫2层Boss	10052	0	1	-1
21002	秦墓地宫3层Boss	4003	0	1	-1
21003	秦墓地宫4层Boss	10016	0	1	-1
21004	秦墓地宫5层Boss	10016	0	1	-1
21005	秦墓地宫6层Boss	10016	0	1	-1
21006	秦墓地宫7层Boss	10016	0	1	-1
21007	秦墓地宫8层Boss	10016	0	1	-1
21008	秦墓地宫9层Boss	10016	0	1	-1
21009	秦墓地宫1层石像	4000	0	1	-1
21010	秦墓地宫2层石像	4000	0	1	-1
21011	秦墓地宫3层石像	4000	0	1	-1
21012	秦墓地宫4层石像	4000	0	1	-1
21013	秦墓地宫5层石像	4000	0	1	-1
21014	秦墓地宫6层石像	4000	0	1	-1
21015	秦墓地宫7层石像	4000	0	1	-1
21016	秦墓地宫8层石像	4000	0	1	-1
21017	秦墓地宫9层石像	4000	0	1	-1
21018	秦墓地宫1层小怪1	4010	0	1	-1
21019	秦墓地宫1层小怪2	4011	0	1	-1
21020	秦墓地宫1层小怪3	4012	0	1	-1
21021	秦墓地宫2层小怪1	4013	0	1	-1
21022	秦墓地宫2层小怪2	4014	0	1	-1
21023	秦墓地宫2层小怪3	4015	0	1	-1
21024	秦墓地宫3层小怪1	4016	0	1	-1
21025	秦墓地宫3层小怪2	4017	0	1	-1
21026	秦墓地宫3层小怪3	4018	0	1	-1
21027	秦墓地宫4层小怪1	4019	0	1	-1
21028	秦墓地宫4层小怪2	4020	0	1	-1
21029	秦墓地宫4层小怪3	4021	0	1	-1
21030	秦墓地宫5层小怪1	4022	0	1	-1
21031	秦墓地宫5层小怪2	4023	0	1	-1
21032	秦墓地宫5层小怪3	4024	0	1	-1
21033	秦墓地宫6层小怪1	4025	0	1	-1
21034	秦墓地宫6层小怪2	4026	0	1	-1
21035	秦墓地宫6层小怪3	4027	0	1	-1
21036	秦墓地宫7层小怪1	4028	0	1	-1
21037	秦墓地宫7层小怪2	4029	0	1	-1
21038	秦墓地宫7层小怪3	4030	0	1	-1
21039	秦墓地宫8层小怪1	10085	0	1	-1
21040	秦墓地宫8层小怪2	28024	0	1	-1
21041	秦墓地宫8层小怪3	193	0	1	-1
21042	秦墓地宫9层小怪1	10016	0	1	-1
21043	秦墓地宫9层小怪2	10016	0	1	-1
21044	秦墓地宫9层小怪3	10016	0	1	-1
21050	聚贤庄副本-Boss1前剧情-薛慕华	8500	0	1	-1
21051	聚贤庄副本-Boss1战中传入-薛慕华	8500	0	1	-1
21052	聚贤庄副本-Boss1失败开战-薛慕华	8500	0	1	-1
21053	聚贤庄副本-Boss2战中传入-薛慕华	8500	0	1	-1
21054	聚贤庄副本-Boss2失败开战-薛慕华	8500	0	1	-1
21055	聚贤庄副本-Boss3战中传入-薛慕华	8500	0	1	-1
21056	聚贤庄副本-Boss3失败开战-薛慕华	8500	0	1	-1
21057	聚贤庄副本-门口NPC-贺鑫	8515	0	1	-1
21058	聚贤庄副本-门口NPC-杜岚山	8515	0	1	-1
21059	聚贤庄副本-小怪-江湖刀客	8507	0	1	-1
21060	聚贤庄副本-小怪-江湖爪侠	8508	0	1	-1
21061	聚贤庄副本-小怪-丐帮棍棒弟子	8503	0	1	-1
21062	聚贤庄副本-小怪-丐帮法钵弟子	8502	0	1	-1
21063	聚贤庄副本-小怪-贺鑫	8515	0	1	-1
21064	聚贤庄副本-小怪-杜岚山	8515	0	1	-1
21065	聚贤庄副本-场景NPC-林书尚	8503	0	0	-1
21066	聚贤庄副本-场景NPC1-江湖散人	8541	0	0	-1
21067	聚贤庄副本-场景NPC2-江湖散人	8542	0	0	-1
21068	聚贤庄副本-场景NPC3-江湖散人	8543	0	0	-1
21069	聚贤庄副本-场景NPC4-江湖散人	8544	0	0	-1
21070	聚贤庄副本-场景NPC5-江湖散人	8547	0	0	-1
21071	聚贤庄副本-场景NPC6-江湖散人	8548	0	0	-1
21072	聚贤庄副本-场景NPC7-江湖散人	8549	0	0	-1
21073	聚贤庄副本-场景NPC8-丐帮棍棒弟子	8554	0	0	-1
21074	聚贤庄副本-场景NPC9-丐帮法钵弟子	8553	0	0	-1
21075	聚贤庄副本-场景中立NPC1-江湖刀客	8507	0	0	-1
21076	聚贤庄副本-场景中立NPC2-江湖爪侠	8508	0	0	-1
21077	聚贤庄副本-场景中立NPC3-丐帮棍棒弟子	8503	0	0	-1
21078	聚贤庄副本-场景中立NPC4-丐帮法钵弟子	8502	0	0	-1
21079	聚贤庄副本-场景中立NPC3-蒋寸	8503	0	0	-1
21080	聚贤庄副本-场景中立NPC4-徒彦索	8503	0	0	-1
21081	聚贤庄副本-小怪-江湖刀客	8507	0	1	-1
21082	聚贤庄副本-小怪-江湖爪侠	8508	0	1	-1
21083	聚贤庄副本-小怪-丐帮棍棒弟子	8503	0	1	-1
21084	聚贤庄副本-小怪-丐帮法钵弟子	8502	0	1	-1
21085	聚贤庄副本-Boss1-1-华翎	8556	0	1	-1
21086	聚贤庄副本-Boss1-2-华闾	8557	0	1	-1
21087	聚贤庄副本-Boss2-奚山河	8558	0	1	-1
21088	聚贤庄副本-Boss3-玄难	8559	0	1	-1
21089	聚贤庄副本-Boss1-1-华翎	8523	0	1	-1
21090	聚贤庄副本-Boss1-2-华闾	8524	0	1	-1
21091	聚贤庄副本-Boss2-奚山河	8525	0	1	-1
21092	聚贤庄副本-Boss3-玄难	8526	0	1	-1
21093	聚贤庄副本-精英1-蒋寸	8503	0	1	-1
21094	聚贤庄副本-精英2-徒彦索	8503	0	1	-1
21095	聚贤庄副本-可活动场景NPC-林书尚	8503	0	1	-1
21096	聚贤庄副本-可活动Boss1-1-华翎	8556	0	1	-1
21097	聚贤庄副本-可活动Boss1-2-华闾	8557	0	1	-1
21750	聚贤庄副本-Boss1前剧情-薛慕华	8500	0	1	-1
21751	聚贤庄副本-Boss1战中传入-薛慕华	8500	0	1	-1
21752	聚贤庄副本-Boss1失败开战-薛慕华	8500	0	1	-1
21753	聚贤庄副本-Boss2战中传入-薛慕华	8500	0	1	-1
21754	聚贤庄副本-Boss2失败开战-薛慕华	8500	0	1	-1
21755	聚贤庄副本-Boss3战中传入-薛慕华	8500	0	1	-1
21756	聚贤庄副本-Boss3失败开战-薛慕华	8500	0	1	-1
21757	聚贤庄副本-门口NPC-贺鑫	8515	0	1	-1
21758	聚贤庄副本-门口NPC-杜岚山	8515	0	1	-1
21759	聚贤庄副本-小怪-江湖刀客	8507	0	1	-1
21760	聚贤庄副本-小怪-江湖爪侠	8508	0	1	-1
21761	聚贤庄副本-小怪-丐帮棍棒弟子	8503	0	1	-1
21762	聚贤庄副本-小怪-丐帮法钵弟子	8502	0	1	-1
21763	聚贤庄副本-小怪-贺鑫	8515	0	1	-1
21764	聚贤庄副本-小怪-杜岚山	8515	0	1	-1
21765	聚贤庄副本-场景NPC-林书尚	8503	0	0	-1
21766	聚贤庄副本-场景NPC1-江湖散人	8541	0	0	-1
21767	聚贤庄副本-场景NPC2-江湖散人	8542	0	0	-1
21768	聚贤庄副本-场景NPC3-江湖散人	8543	0	0	-1
21769	聚贤庄副本-场景NPC4-江湖散人	8544	0	0	-1
21770	聚贤庄副本-场景NPC5-江湖散人	8547	0	0	-1
21771	聚贤庄副本-场景NPC6-江湖散人	8548	0	0	-1
21772	聚贤庄副本-场景NPC7-江湖散人	8549	0	0	-1
21773	聚贤庄副本-场景NPC8-丐帮棍棒弟子	8554	0	0	-1
21774	聚贤庄副本-场景NPC9-丐帮法钵弟子	8553	0	0	-1
21775	聚贤庄副本-场景中立NPC1-江湖刀客	8507	0	0	-1
21776	聚贤庄副本-场景中立NPC2-江湖爪侠	8508	0	0	-1
21777	聚贤庄副本-场景中立NPC3-丐帮棍棒弟子	8503	0	0	-1
21778	聚贤庄副本-场景中立NPC4-丐帮法钵弟子	8502	0	0	-1
21779	聚贤庄副本-场景中立NPC3-蒋寸	8503	0	0	-1
21780	聚贤庄副本-场景中立NPC4-徒彦索	8503	0	0	-1
21781	聚贤庄副本-小怪-江湖刀客	8507	0	1	-1
21782	聚贤庄副本-小怪-江湖爪侠	8508	0	1	-1
21783	聚贤庄副本-小怪-丐帮棍棒弟子	8503	0	1	-1
21784	聚贤庄副本-小怪-丐帮法钵弟子	8502	0	1	-1
21785	聚贤庄副本-Boss1-1-华翎	8556	0	1	-1
21786	聚贤庄副本-Boss1-2-华闾	8557	0	1	-1
21787	聚贤庄副本-Boss2-奚山河	8558	0	1	-1
21788	聚贤庄副本-Boss3-玄难	8559	0	1	-1
21789	聚贤庄副本-Boss1-1-华翎	8523	0	1	-1
21790	聚贤庄副本-Boss1-2-华闾	8524	0	1	-1
21791	聚贤庄副本-Boss2-奚山河	8525	0	1	-1
21792	聚贤庄副本-Boss3-玄难	8526	0	1	-1
21793	聚贤庄副本-精英1-蒋寸	8503	0	1	-1
21794	聚贤庄副本-精英2-徒彦索	8503	0	1	-1
21795	聚贤庄副本-可活动场景NPC-林书尚	8503	0	1	-1
21796	聚贤庄副本-可活动Boss1-1-华翎	8556	0	1	-1
21797	聚贤庄副本-可活动Boss1-2-华闾	8557	0	1	-1
21798	野外boss-蝎王	10045	0	1	-1
21799	野外boss-狼王	10046	0	1	-1
21800	野外boss-豹王	10047	0	1	-1
21801	野外boss-虎王	10048	0	1	-1
21802	野外boss-莽牯朱蛤	10049	0	1	1
21803	野外boss-猴王	10044	0	1	-1
21804	野外boss-虎王	10048	0	1	-1
21805	野外boss-蝎王	10045	0	1	-1
21806	心法密令Boss	13156	0	1	-1
21900	第一波小怪-王家家丁（倒地）	25310	0	1	-1
21901	第一波小怪-丐帮弟子（倒地）	25311	0	1	-1
21902	第一波小怪-打狗恶丐（倒地）	25312	0	1	-1
21903	第一波小怪-王家家丁	25304	0	1	-1
21904	第一波小怪-丐帮弟子	25305	0	1	-1
21905	第一波小怪-打狗恶丐	25309	0	1	-1
21906	第一波BOSS	25301	0	1	-1
21907	第一波BOSS-摆件	25300	0	1	1
21908	第一波小怪	25306	0	1	-1
21909	第一波小怪	25314	0	1	-1
21910	第二波小怪	25313	0	1	-1
21911	第二波BOSS	25302	0	1	-1
21912	第三波小怪	25307	0	1	-1
21913	第三波BOSS	25303	0	1	-1
21914	第三波BOSS	25316	0	1	-1
21915	引导箭头	1019	0	1	-1
21916	第二波小怪	25315	0	1	-1
23000	聚贤庄副本-附件-丐帮长老场景变化	161	0	1	-1
23001	聚贤庄副本-附件-丐帮长老场景变化	161	0	1	-1
23002	聚贤庄副本-附件-丐帮长老场景变化	161	0	1	-1
23003	聚贤庄副本-禅心佛	8529	0	1	-1
23004	聚贤庄副本-Boss2-奚山河	8558	0	1	-1
23005	聚贤庄副本-Boss3-玄难	8559	0	1	-1
23006	聚贤庄副本-禅心佛	8529	0	1	-1
23007	聚贤庄副本-禅心佛	8529	0	1	-1
23008	聚贤庄副本-禅心佛	8529	0	1	-1
23009	聚贤庄副本-西北	161	0	1	-1
23010	聚贤庄副本-东北	161	0	1	-1
23011	聚贤庄副本-东南	161	0	1	-1
23012	聚贤庄副本-西南	161	0	1	-1
23013	聚贤庄副本-酒桌	161	0	1	1
23014	聚贤庄副本-禅心佛-对掌	161	0	1	-1
23015	聚贤庄副本-华翎华闾-对掌	161	0	1	-1
23016	聚贤庄副本-门口NPC-贺鑫	8515	0	1	-1
23017	聚贤庄副本-剑气切	8531	0	1	-1
23018	聚贤庄副本-剑意	8532	0	1	-1
23019	聚贤庄副本-枪魂	8533	0	1	-1
23020	聚贤庄副本-枪魂突	8534	0	1	-1
23021	聚贤庄副本-剑盾连击	8535	0	1	-1
23022	聚贤庄副本-连袖劲	8540	0	1	-1
23023	聚贤庄副本-通用空物体	161	0	1	-1
23024	聚贤庄副本-对掌阶段npc	161	0	1	-1
23028	绝学-对掌-演示npc-峨眉	8536	0	1	-1
23029	绝学-对掌-演示npc-逍遥	8537	0	1	-1
23030	绝学-对掌-演示npc-武当	8538	0	1	-1
23031	绝学-对掌-演示npc-丐帮	8539	0	1	-1
23032	绝学-对掌-演示npc-丐帮	8539	0	1	-1
23033	聚贤庄副本-附件-净土	161	0	1	-1
23034	聚贤庄副本-附件-剑气绝	8555	0	1	-1
23035	聚贤庄副本-附件-对掌	161	0	1	-1
23036	聚贤庄副本-附件-对掌	161	0	1	-1
23037	聚贤庄副本-附件-对掌	161	0	1	-1
23038	聚贤庄副本-附件-对掌	161	0	1	-1
23039	聚贤庄副本-附件-对掌	161	0	1	-1
23040	聚贤庄副本-佛前	161	0	1	-1
23041	聚贤庄副本-禅心佛	8529	0	1	-1
23042	聚贤庄副本-禅心佛	8529	0	1	-1
23043	聚贤庄副本-禅心佛	8529	0	1	-1
23044	聚贤庄副本-禅心佛	8529	0	1	-1
23045	聚贤庄副本-场景NPC-林书尚	8503	0	1	-1
23046	聚贤庄副本-酒桌	8530	0	1	1
23047	聚贤庄副本-Boss1-2-华闾	8557	0	1	-1
23400	聚贤庄副本-附件-丐帮长老场景变化	161	0	1	-1
23401	聚贤庄副本-附件-丐帮长老场景变化	161	0	1	-1
23402	聚贤庄副本-附件-丐帮长老场景变化	161	0	1	-1
23403	聚贤庄副本-禅心佛	8529	0	1	-1
23404	聚贤庄副本-Boss2-奚山河	8558	0	1	-1
23405	聚贤庄副本-Boss3-玄难	8559	0	1	-1
23406	聚贤庄副本-禅心佛	8529	0	1	-1
23407	聚贤庄副本-禅心佛	8529	0	1	-1
23408	聚贤庄副本-禅心佛	8529	0	1	-1
23409	聚贤庄副本-西北	161	0	1	-1
23410	聚贤庄副本-东北	161	0	1	-1
23411	聚贤庄副本-东南	161	0	1	-1
23412	聚贤庄副本-西南	161	0	1	-1
23413	聚贤庄副本-酒桌	161	0	1	1
23414	聚贤庄副本-禅心佛-对掌	161	0	1	-1
23415	聚贤庄副本-华翎华闾-对掌	161	0	1	-1
23416	聚贤庄副本-门口NPC-贺鑫	8515	0	1	-1
23417	聚贤庄副本-剑气切	8531	0	1	-1
23418	聚贤庄副本-剑意	8532	0	1	-1
23419	聚贤庄副本-枪魂	8533	0	1	-1
23420	聚贤庄副本-枪魂突	8534	0	1	-1
23421	聚贤庄副本-剑盾连击	8535	0	1	-1
23422	聚贤庄副本-连袖劲	8540	0	1	-1
23423	聚贤庄副本-通用空物体	161	0	1	-1
23424	聚贤庄副本-对掌阶段npc	161	0	1	-1
23428	绝学-对掌-演示npc-峨眉	8536	0	1	-1
23429	绝学-对掌-演示npc-逍遥	8537	0	1	-1
23430	绝学-对掌-演示npc-武当	8538	0	1	-1
23431	绝学-对掌-演示npc-丐帮	8539	0	1	-1
23432	绝学-对掌-演示npc-丐帮	8539	0	1	-1
23433	聚贤庄副本-附件-净土	161	0	1	-1
23434	聚贤庄副本-附件-剑气绝	8555	0	1	-1
23435	聚贤庄副本-附件-对掌	161	0	1	-1
23436	聚贤庄副本-附件-对掌	161	0	1	-1
23437	聚贤庄副本-附件-对掌	161	0	1	-1
23438	聚贤庄副本-附件-对掌	161	0	1	-1
23439	聚贤庄副本-附件-对掌	161	0	1	-1
23440	聚贤庄副本-佛前	161	0	1	-1
23441	聚贤庄副本-禅心佛	8529	0	1	-1
23442	聚贤庄副本-禅心佛	8529	0	1	-1
23443	聚贤庄副本-禅心佛	8529	0	1	-1
23444	聚贤庄副本-禅心佛	8529	0	1	-1
23445	聚贤庄副本-场景NPC-林书尚	8503	0	1	-1
23446	聚贤庄副本-酒桌	8530	0	1	1
23447	聚贤庄副本-Boss1-2-华闾	8557	0	1	-1
23050	燕子坞-通用-慕容密探-敌对	8562	0	1	-1
23051	燕子坞-通用-慕容密探-敌对	8561	0	1	-1
23052	燕子坞-通用-密探猎鹰-敌对	8564	0	1	-1
23053	燕子坞-通用-慕容庄丁-敌对	8563	0	1	-1
23054	燕子坞-通用-慕容庄丁-敌对	8577	0	1	-1
23055	燕子坞-通用-慕容剑客-敌对	8565	0	1	-1
23056	燕子坞-通用-风波恶-敌对	8566	0	1	-1
23057	燕子坞-通用-包不同-敌对	8567	0	1	-1
23058	燕子坞-BOSS-鸠摩智-敌对	8569	0	1	1
23059	燕子坞-BOSS-慕容复-敌对	8568	0	1	1
23060	燕子坞-BOSS-神秘人-敌对	8560	0	1	1
23061	燕子坞-通用-王语嫣-友方	8571	0	1	-1
23062	燕子坞-通用-姚伯当-友方	8570	0	1	-1
23063	燕子坞-通用-风波恶-助战	8566	0	1	-1
23064	燕子坞-通用-包不同-助战	8567	0	1	-1
23065	燕子坞-通用-王语嫣-助战	8571	0	1	-1
23066	燕子坞-通用-姚伯当-助战	8570	0	1	-1
23067	燕子坞-BOSS战-慕容密探-敌对	8562	0	1	-1
23068	燕子坞-BOSS战-慕容密探-敌对	8561	0	1	-1
23069	燕子坞-通用-鸠摩智-助战	8582	0	1	1
23070	燕子坞-通用-慕容复-助战	8568	0	1	1
23071	燕子坞-通用-神秘人-助战	8560	0	1	1
23072	燕子坞-慕容博-般若掌子物体	161	0	1	-1
23073	燕子坞-慕容博-推山掌-石柱	8573	0	1	1
23074	燕子坞-慕容博-推山掌-石台1	8574	0	1	1
23075	燕子坞-慕容博-推山掌-石台2	8574	0	1	1
23076	燕子坞-慕容博-推山掌-石台3	8574	0	1	1
23077	燕子坞-慕容博-推山掌-石台4	8574	0	1	1
23078	燕子坞-慕容博-推山掌-石台5	8574	0	1	1
23079	燕子坞-慕容博-般若掌子物体	161	0	1	-1
23080	燕子坞-鸠摩智-佛字	8575	0	1	-1
23081	燕子坞-鸠摩智-魔字	8576	0	1	-1
23082	燕子坞-通用-慕容庄丁-敌对	8563	0	1	-1
23083	燕子坞-慕容复-风卷残云子物体	161	0	1	-1
23084	燕子坞-慕容博-风暴墙	161	0	1	-1
23085	燕子坞-通用-石门	8581	0	1	1
23086	燕子坞-到达点	161	0	1	-1
23087	燕子坞-BOSS战-慕容密探-敌对	8562	0	1	-1
23088	燕子坞-BOSS战-慕容密探-敌对	8561	0	1	-1
23089	燕子坞-鸠摩智-佛字-阶段1	11061	0	1	-1
23090	燕子坞-鸠摩智-魔字-阶段1	11061	0	1	-1
23100	单人聚贤庄-乔峰-友方	8650	0	1	1
23101	单人聚贤庄-全冠清-敌方	8651	0	1	-1
23102	单人聚贤庄-陈长老-敌方	8652	0	1	-1
23103	单人聚贤庄-丐帮持棍弟子-敌方	8653	0	1	-1
23104	单人聚贤庄-丐帮持钵弟子-敌方	8654	0	1	-1
23105	单人聚贤庄-吴长老-敌方	8655	0	1	-1
23106	单人聚贤庄-薛慕华-友方	8656	0	1	-1
23107	单人聚贤庄-马夫人-友方	8657	0	1	-1
23108	单人聚贤庄-白世镜-友方	8658	0	1	-1
23109	单人聚贤庄-少林武僧-敌方	8659	0	1	-1
23110	单人聚贤庄-玄难-敌方	8660	0	1	-1
23111	单人聚贤庄-游骥-敌方	8661	0	1	-1
23112	单人聚贤庄-游驹-敌方	8662	0	1	-1
23113	单人聚贤庄-聚贤庄爪侠-敌方	8663	0	1	-1
23114	单人聚贤庄-聚贤庄刀客-敌方	8664	0	1	-1
23115	单人聚贤庄-全冠清-友方	8651	0	1	-1
23116	单人聚贤庄-陈长老-友方	8652	0	1	-1
23117	单人聚贤庄-丐帮持棍弟子-友方	8653	0	1	-1
23118	单人聚贤庄-丐帮持钵弟子-友方	8654	0	1	-1
23119	单人聚贤庄-吴长老-友方	8655	0	1	-1
23120	单人聚贤庄-少林武僧-友方	8659	0	1	-1
23121	单人聚贤庄-玄难-友方	8660	0	1	-1
23122	单人聚贤庄-游骥-友方	8661	0	1	-1
23123	单人聚贤庄-游驹-友方	8662	0	1	-1
23124	单人聚贤庄-聚贤庄爪侠-友方	8663	0	1	-1
23125	单人聚贤庄-聚贤庄刀客-友方	8664	0	1	-1
23126	单人聚贤庄-阿朱-友方	8665	0	1	-1
23127	聚贤庄副本-场景NPC1-江湖散人	8541	0	1	-1
23128	聚贤庄副本-场景NPC2-江湖散人	8542	0	1	-1
23129	聚贤庄副本-场景NPC3-江湖散人	8543	0	1	-1
23130	聚贤庄副本-场景NPC4-江湖散人	8544	0	1	-1
23131	聚贤庄副本-场景NPC5-江湖散人	8547	0	1	-1
23132	聚贤庄副本-场景NPC6-江湖散人	8548	0	1	-1
23133	聚贤庄副本-场景NPC7-江湖散人	8549	0	1	-1
23134	聚贤庄副本-场景NPC8-江湖散人	28045	0	1	1
23135	聚贤庄副本-场景NPC9-江湖散人	28046	0	1	1
23136	聚贤庄副本-场景NPC10-江湖散人	28047	0	1	1
23137	预警-杀狗六式	161	0	1	-1
23138	预警-野火燎原	161	0	1	-1
23139	预警-连袖劲	161	0	1	-1
23140	预警-袖里乾坤	161	0	1	-1
23141	预警-莲净	161	0	1	-1
23142	预警-枪魂轰	161	0	1	-1
23143	预警-盾击连刺	161	0	1	-1
23144	预警-枪魂突	161	0	1	-1
23145	预警-盾击连斩	161	0	1	-1
23146	预警-剑盾连击	161	0	1	-1
23147	定位	161	0	1	-1
23148	定位	161	0	1	-1
