Id	Profession	Level	STR	AGI	VIT	SPI	WLP	HPMax	MPMax	BaseAllAttr	PhysicalAttack	MagicalAttack	PhysicalDefence	MagicalDefence	Hit	Dodge
1765	1	765	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1766	1	766	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1767	1	767	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1768	1	768	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1769	1	769	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1770	1	770	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1771	1	771	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1772	1	772	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1773	1	773	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1774	1	774	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1775	1	775	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1776	1	776	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1777	1	777	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1778	1	778	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1779	1	779	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1780	1	780	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1781	1	781	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1782	1	782	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1783	1	783	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1784	1	784	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1785	1	785	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1786	1	786	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1787	1	787	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1788	1	788	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1789	1	789	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1790	1	790	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1791	1	791	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1792	1	792	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1793	1	793	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1794	1	794	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1795	1	795	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1796	1	796	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1797	1	797	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1798	1	798	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1799	1	799	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1800	1	800	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1801	1	801	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1802	1	802	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1803	1	803	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1804	1	804	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1805	1	805	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1806	1	806	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1807	1	807	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1808	1	808	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1809	1	809	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1810	1	810	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1811	1	811	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1812	1	812	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1813	1	813	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1814	1	814	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1815	1	815	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1816	1	816	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1817	1	817	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1818	1	818	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1819	1	819	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1820	1	820	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1821	1	821	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1822	1	822	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1823	1	823	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1824	1	824	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1825	1	825	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1826	1	826	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1827	1	827	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1828	1	828	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1829	1	829	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1830	1	830	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1831	1	831	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1832	1	832	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1833	1	833	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1834	1	834	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1835	1	835	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1836	1	836	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1837	1	837	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1838	1	838	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1839	1	839	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1840	1	840	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1841	1	841	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1842	1	842	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1843	1	843	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1844	1	844	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1845	1	845	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1846	1	846	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1847	1	847	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1848	1	848	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1849	1	849	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1850	1	850	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1851	1	851	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1852	1	852	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1853	1	853	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1854	1	854	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1855	1	855	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1856	1	856	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1857	1	857	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1858	1	858	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1859	1	859	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1860	1	860	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1861	1	861	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1862	1	862	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1863	1	863	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1864	1	864	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1865	1	865	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1866	1	866	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1867	1	867	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1868	1	868	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1869	1	869	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1870	1	870	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1871	1	871	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1872	1	872	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1873	1	873	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1874	1	874	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1875	1	875	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1876	1	876	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1877	1	877	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1878	1	878	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1879	1	879	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1880	1	880	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1881	1	881	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1882	1	882	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1883	1	883	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1884	1	884	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1885	1	885	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1886	1	886	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1887	1	887	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1888	1	888	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1889	1	889	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1890	1	890	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1891	1	891	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1892	1	892	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1893	1	893	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1894	1	894	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1895	1	895	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1896	1	896	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1897	1	897	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1898	1	898	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1899	1	899	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1900	1	900	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1901	1	901	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1902	1	902	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1903	1	903	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1904	1	904	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1905	1	905	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1906	1	906	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1907	1	907	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1908	1	908	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1909	1	909	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1910	1	910	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1911	1	911	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1912	1	912	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1913	1	913	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1914	1	914	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1915	1	915	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1916	1	916	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1917	1	917	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1918	1	918	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1919	1	919	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1920	1	920	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1921	1	921	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1922	1	922	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1923	1	923	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1924	1	924	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1925	1	925	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1926	1	926	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1927	1	927	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1928	1	928	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1929	1	929	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1930	1	930	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1931	1	931	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1932	1	932	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1933	1	933	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1934	1	934	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1935	1	935	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1936	1	936	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1937	1	937	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1938	1	938	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1939	1	939	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1940	1	940	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1941	1	941	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1942	1	942	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1943	1	943	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1944	1	944	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1945	1	945	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1946	1	946	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1947	1	947	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1948	1	948	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1949	1	949	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1950	1	950	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1951	1	951	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1952	1	952	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1953	1	953	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1954	1	954	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1955	1	955	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1956	1	956	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1957	1	957	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1958	1	958	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1959	1	959	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1960	1	960	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1961	1	961	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1962	1	962	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1963	1	963	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1964	1	964	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1965	1	965	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1966	1	966	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1967	1	967	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1968	1	968	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1969	1	969	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1970	1	970	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1971	1	971	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1972	1	972	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1973	1	973	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1974	1	974	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1975	1	975	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1976	1	976	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1977	1	977	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1978	1	978	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1979	1	979	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1980	1	980	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1981	1	981	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1982	1	982	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1983	1	983	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1984	1	984	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1985	1	985	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1986	1	986	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1987	1	987	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1988	1	988	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1989	1	989	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1990	1	990	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1991	1	991	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1992	1	992	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1993	1	993	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1994	1	994	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1995	1	995	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1996	1	996	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1997	1	997	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1998	1	998	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
1999	1	999	117	107	132	98	112	6905	16400	0	1670	1642	6627	6620	2033	677
2000	2	0	0	2	4	3	2	963	500	0	31	34	15	19	5	4
2001	2	1	0	2	4	3	2	1115	500	0	61	64	27	31	6	7
2002	2	2	0	2	4	3	2	1317	550	0	91	95	39	43	9	13
2003	2	3	1	2	4	4	2	1518	600	0	121	126	52	56	11	19
2004	2	4	1	2	5	4	2	1719	650	0	151	156	64	68	14	25
2005	2	5	1	2	5	4	2	1920	700	0	182	187	76	80	16	32
2006	2	6	1	3	5	5	2	2122	750	0	212	217	88	92	19	38
2007	2	7	1	3	5	5	2	2323	800	0	242	248	100	104	21	44
2008	2	8	1	3	6	5	2	2524	850	0	272	279	112	117	24	50
2009	2	9	1	3	6	6	2	2726	900	0	302	309	124	129	26	56
2010	2	10	1	3	6	6	2	2927	950	0	333	340	136	141	29	62
2011	2	11	2	4	6	7	3	3128	1000	0	363	370	148	153	31	69
2012	2	12	2	4	7	7	3	3330	1050	0	393	401	160	165	34	75
2013	2	13	2	4	7	7	3	3531	1100	0	423	432	173	178	36	81
2014	2	14	2	4	7	8	3	3732	1150	0	453	462	185	190	39	87
2015	2	15	2	5	7	8	3	4063	1200	0	483	493	197	202	41	93
2016	2	16	2	5	8	9	3	4395	1250	0	514	523	197	202	44	99
2017	2	17	2	5	8	9	3	4726	1300	0	544	554	197	202	46	106
2018	2	18	2	5	8	9	3	5057	1350	0	574	585	197	203	49	112
2019	2	19	3	5	8	10	3	5389	1400	0	604	615	197	203	51	118
2020	2	20	3	6	9	10	3	5725	1450	0	624	636	205	211	54	124
2021	2	21	3	6	9	11	3	5725	1500	0	625	636	197	203	54	124
2022	2	22	3	6	9	11	3	5725	1550	0	625	637	197	203	55	124
2023	2	23	3	6	9	11	3	5725	1600	0	625	638	198	204	55	125
2024	2	24	3	6	10	12	3	5725	1650	0	625	638	198	204	56	125
2025	2	25	3	7	10	12	3	5725	1700	0	625	639	198	204	56	125
2026	2	26	3	7	10	13	3	5725	1750	0	625	639	198	204	57	125
2027	2	27	3	7	11	13	4	5725	1800	0	626	640	198	204	57	125
2028	2	28	4	7	11	13	4	5725	1850	0	626	641	198	205	58	125
2029	2	29	4	8	11	14	4	5725	1900	0	626	641	198	205	58	126
2030	2	30	4	8	11	14	4	5725	1950	0	626	642	198	205	59	126
2031	2	31	4	8	12	15	4	5725	2000	0	626	642	198	205	59	126
2032	2	32	4	8	12	15	4	5725	2050	0	626	643	198	205	60	126
2033	2	33	4	8	12	15	4	5725	2100	0	627	644	199	206	60	126
2034	2	34	4	9	12	16	4	5725	2150	0	627	644	199	206	61	126
2035	2	35	4	9	13	16	4	5725	2200	0	627	645	199	206	61	127
2036	2	36	5	9	13	17	4	5725	2250	0	627	645	199	206	62	127
2037	2	37	5	9	13	17	4	5725	2300	0	627	646	199	206	62	127
2038	2	38	5	9	13	17	4	5725	2350	0	628	647	199	207	63	127
2039	2	39	5	10	14	18	4	5725	2400	0	628	647	199	207	63	127
2040	2	40	5	10	14	18	4	5725	2650	0	628	648	199	207	64	127
2041	2	41	5	10	14	19	4	5725	2900	0	628	648	199	207	64	128
2042	2	42	5	10	14	19	4	5725	3150	0	628	649	199	207	65	128
2043	2	43	5	11	15	19	5	5725	3400	0	628	650	200	208	65	128
2044	2	44	5	11	15	20	5	5725	3650	0	629	650	200	208	66	128
2045	2	45	6	11	15	20	5	5725	3900	0	629	651	200	208	66	128
2046	2	46	6	11	15	20	5	5725	4150	0	629	651	200	208	67	128
2047	2	47	6	11	16	21	5	5725	4400	0	629	652	200	208	67	129
2048	2	48	6	12	16	21	5	5725	4650	0	629	653	200	209	68	129
2049	2	49	6	12	16	22	5	5725	4900	0	630	653	200	209	68	129
2050	2	50	8	14	19	24	7	5750	5150	0	630	654	273	282	123	147
2051	2	51	10	16	21	26	9	5775	5400	0	630	654	346	355	178	165
2052	2	52	12	18	23	29	11	5800	5650	0	630	655	419	428	232	183
2053	2	53	15	21	25	31	13	5825	5900	0	630	656	493	502	287	202
2054	2	54	17	23	28	34	15	5850	6150	0	630	656	566	575	341	220
2055	2	55	19	25	30	36	17	5875	6400	0	631	657	639	648	396	238
2056	2	56	21	27	32	38	19	5900	6650	0	631	657	712	721	450	256
2057	2	57	23	30	34	41	21	5925	6900	0	631	658	785	794	505	274
2058	2	58	25	32	37	43	23	5950	7150	0	631	659	858	868	559	292
2059	2	59	27	34	39	46	26	5975	7400	0	631	659	931	941	614	311
2060	2	60	33	40	45	52	32	6000	7750	0	707	735	1281	1291	706	331
2061	2	61	36	43	48	54	35	6025	8100	0	782	810	1624	1634	793	349
2062	2	62	39	47	52	58	38	6050	8450	0	857	886	1967	1977	879	367
2063	2	63	41	51	55	60	41	6075	8800	0	932	962	2311	2321	966	385
2064	2	64	44	55	58	64	44	6100	9150	0	1007	1037	2654	2664	1052	403
2065	2	65	46	59	61	66	47	6125	9500	0	1082	1113	2997	3007	1139	422
2066	2	66	49	63	65	69	51	6150	9850	0	1158	1188	3340	3350	1225	440
2067	2	67	52	68	68	73	55	6175	10200	0	1233	1264	3683	3693	1312	458
2068	2	68	55	72	71	76	59	6200	10550	0	1308	1340	4026	4037	1398	476
2069	2	69	58	76	74	80	63	6225	10900	0	1383	1415	4369	4380	1485	495
2070	2	70	66	83	82	87	71	6250	11250	0	1408	1441	4599	4610	1546	515
2071	2	71	69	87	85	90	75	6275	11600	0	1434	1466	4822	4833	1602	534
2072	2	72	72	90	88	94	79	6300	11950	0	1459	1492	5045	5056	1657	552
2073	2	73	75	93	91	97	83	6325	12300	0	1484	1518	5269	5280	1713	570
2074	2	74	78	96	95	101	87	6350	12650	0	1509	1543	5492	5503	1768	588
2075	2	75	81	99	98	104	92	6375	13000	0	1534	1569	5715	5726	1824	606
2076	2	76	84	103	101	107	96	6400	13350	0	1559	1594	5938	5949	1879	625
2077	2	77	87	106	105	111	100	6425	13700	0	1585	1620	6161	6172	1935	643
2078	2	78	91	109	108	114	104	6450	14050	0	1610	1646	6384	6396	1990	661
2079	2	79	94	112	111	118	108	6475	14400	0	1635	1671	6607	6619	2046	681
2080	2	80	94	112	111	118	108	6475	14450	0	1635	1672	6607	6619	2046	681
2081	2	81	94	113	112	118	108	6475	14500	0	1635	1672	6607	6619	2047	681
2082	2	82	94	113	112	119	108	6475	14550	0	1635	1673	6607	6619	2047	682
2083	2	83	94	113	112	119	108	6475	14600	0	1636	1674	6608	6620	2048	682
2084	2	84	94	113	112	119	108	6475	14650	0	1636	1674	6608	6620	2048	682
2085	2	85	94	114	113	120	108	6475	14700	0	1636	1675	6608	6620	2049	682
2086	2	86	94	114	113	120	108	6475	14750	0	1636	1675	6608	6620	2049	682
2087	2	87	95	114	113	121	108	6475	14800	0	1636	1676	6608	6620	2050	682
2088	2	88	95	114	113	121	108	6475	14850	0	1637	1677	6608	6621	2050	683
2089	2	89	95	114	114	121	108	6475	14900	0	1637	1677	6608	6621	2051	683
2090	2	90	95	115	114	122	108	6475	14950	0	1637	1678	6608	6621	2051	683
2091	2	91	95	115	114	122	109	6475	15000	0	1637	1678	6608	6621	2052	683
2092	2	92	95	115	114	123	109	6475	15050	0	1637	1679	6608	6621	2052	683
2093	2	93	95	115	115	123	109	6475	15100	0	1637	1680	6609	6622	2053	683
2094	2	94	95	115	115	123	109	6475	15150	0	1638	1680	6609	6622	2053	684
2095	2	95	96	116	115	124	109	6475	15200	0	1638	1681	6609	6622	2054	684
2096	2	96	96	116	115	124	109	6475	15250	0	1638	1681	6609	6622	2054	684
2097	2	97	96	116	116	125	109	6475	15300	0	1638	1682	6609	6622	2055	684
2098	2	98	96	116	116	125	109	6475	15350	0	1638	1683	6609	6623	2055	684
2099	2	99	96	117	116	125	109	6475	15400	0	1639	1683	6609	6623	2056	684
2100	2	100	96	117	116	126	109	6475	15450	0	1639	1684	6609	6623	2056	685
2101	2	101	96	117	117	126	109	6475	15500	0	1639	1684	6609	6623	2057	685
2102	2	102	96	117	117	127	109	6475	15550	0	1639	1685	6609	6623	2057	685
